source_file,source_dataset,source_archive,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
raw_cot_data/legacy_futures_only/dea_fut_xls_2009/annual.xls,legacy_futures_only,dea_fut_xls_2009,COFFEE C - ICE FUTURES U.S.,91229,2009-12-29,083731,ICUS,1,83,124939,38824,8204,13857,62853,96970,115534,119031,9405,5908,115181,40254,10814,7921,58790,90762,106965,109497,8216,5684,9758,3458,2278,1048,4063,6208,8569,9534,1189,224,-5088.0,-6556.0,-1186.0,8.0,1239.0,-4647.0,-5309.0,-5825.0,221.0,737.0,100,31.1,6.6,11.1,50.3,77.6,92.5,95.3,7.5,4.7,100,34.9,9.4,6.9,51.0,78.8,92.9,95.1,7.1,4.9,100,35.4,23.3,10.7,41.6,63.6,87.8,97.7,12.2,2.3,315,133,38,49,92,102,252,174,315,136,40,40,92,98,249,164,97,11,19,5,19,56,34,77,21.6,24.2,36.9,38.7,21.6,21.6,33.8,33.7,22.9,25.6,36.5,40.6,22.8,23.2,35.9,36.9,57.0,35.4,70.8,55.1,54.4,28.6,64.5,44.1,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/dea_fut_xls_2009/annual.xls,legacy_futures_only,dea_fut_xls_2009,COFFEE C - ICE FUTURES U.S.,91222,2009-12-22,083731,ICUS,1,83,130027,45380,9390,13849,61614,101617,120843,124856,9184,5171,120565,46823,12071,7820,57659,95544,112302,115435,8263,5130,9462,3412,2174,1174,3955,6073,8541,9421,921,41,2332.0,-296.0,515.0,-263.0,1599.0,797.0,1040.0,1049.0,1292.0,1283.0,100,34.9,7.2,10.7,47.4,78.2,92.9,96.0,7.1,4.0,100,38.8,10.0,6.5,47.8,79.2,93.1,95.7,6.9,4.3,100,36.1,23.0,12.4,41.8,64.2,90.3,99.6,9.7,0.4,322,137,44,50,85,105,252,180,322,143,44,42,85,101,249,171,97,11,17,6,21,55,37,75,20.7,23.5,35.3,37.7,20.7,20.9,32.7,33.0,21.9,24.7,35.0,39.5,21.9,22.5,34.6,36.0,60.1,36.7,74.6,55.9,55.6,28.3,65.9,43.1,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/dea_fut_xls_2009/annual.xls,legacy_futures_only,dea_fut_xls_2009,COFFEE C - ICE FUTURES U.S.,91215,2009-12-15,083731,ICUS,1,83,127695,45676,8875,14112,60015,100820,119803,123807,7892,3888,119229,46905,11688,8409,56267,95476,111581,115573,7648,3656,8466,3391,1807,1083,3748,5344,8222,8234,244,232,7568.0,5568.0,-204.0,1346.0,662.0,7126.0,7576.0,8268.0,-8.0,-700.0,100,35.8,7.0,11.1,47.0,79.0,93.8,97.0,6.2,3.0,100,39.3,9.8,7.1,47.2,80.1,93.6,96.9,6.4,3.1,100,40.1,21.3,12.8,44.3,63.1,97.1,97.3,2.9,2.7,329,145,39,44,86,106,259,170,329,150,38,41,85,101,258,162,91,9,17,7,22,50,35,72,21.0,24.1,35.2,37.6,21.0,21.0,32.9,33.7,22.1,25.2,35.1,39.4,22.1,22.8,34.7,36.7,66.4,36.6,82.3,51.6,58.3,29.1,71.1,41.1,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/dea_fut_xls_2009/annual.xls,legacy_futures_only,dea_fut_xls_2009,COFFEE C - ICE FUTURES U.S.,91208,2009-12-08,083731,ICUS,1,83,120127,40108,9079,12766,59353,93694,112227,115539,7900,4588,112526,41187,10981,8187,55584,89030,104958,108198,7568,4328,7601,2707,1884,793,3769,4664,7269,7341,332,260,7938.0,4919.0,410.0,1962.0,416.0,5120.0,7297.0,7492.0,641.0,446.0,100,33.4,7.6,10.6,49.4,78.0,93.4,96.2,6.6,3.8,100,36.6,9.8,7.3,49.4,79.1,93.3,96.2,6.7,3.8,100,35.6,24.8,10.4,49.6,61.4,95.6,96.6,4.4,3.4,321,137,41,43,83,102,248,167,321,141,40,39,81,98,246,159,81,7,16,6,20,47,32,65,22.0,24.8,36.5,37.9,22.0,21.7,34.7,33.9,23.1,25.9,36.7,39.5,23.1,23.5,36.4,36.8,63.3,40.6,78.6,54.5,61.3,30.8,72.2,43.4,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/dea_fut_xls_2009/annual.xls,legacy_futures_only,dea_fut_xls_2009,COFFEE C - ICE FUTURES U.S.,91201,2009-12-01,083731,ICUS,1,83,112189,35189,8669,10804,58937,88574,104930,108047,7259,4142,105278,36058,10166,7002,55197,84449,98257,101617,7021,3661,6911,2019,1391,914,3740,4125,6673,6430,238,481,4684.0,4968.0,1089.0,88.0,-1184.0,3577.0,3872.0,4754.0,812.0,-70.0,100,31.4,7.7,9.6,52.5,79.0,93.5,96.3,6.5,3.7,100,34.3,9.7,6.7,52.4,80.2,93.3,96.5,6.7,3.5,100,29.2,20.1,13.2,54.1,59.7,96.6,93.0,3.4,7.0,304,120,45,49,80,100,230,173,304,124,45,44,78,98,227,167,77,7,17,5,20,42,32,60,23.7,24.6,38.9,38.3,23.7,20.8,37.3,33.3,24.9,25.5,39.3,39.8,24.9,22.9,39.1,36.4,62.5,40.1,79.9,53.0,57.9,28.3,70.4,39.0,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/dea_fut_xls_2009/annual.xls,legacy_futures_only,dea_fut_xls_2009,COFFEE C - ICE FUTURES U.S.,91124,2009-11-24,083731,ICUS,1,83,107505,30221,7580,10716,60121,84997,101058,103293,6447,4212,101399,31082,8620,7416,56628,81402,95126,97438,6273,3961,6106,1584,1405,855,3493,3595,5932,5855,174,251,-6262.0,-1083.0,187.0,364.0,-4575.0,-5651.0,-5294.0,-5100.0,-968.0,-1162.0,100,28.1,7.1,10.0,55.9,79.1,94.0,96.1,6.0,3.9,100,30.7,8.5,7.3,55.8,80.3,93.8,96.1,6.2,3.9,100,25.9,23.0,14.0,57.2,58.9,97.2,95.9,2.8,4.1,282,105,40,46,80,97,207,170,281,106,41,41,77,95,203,163,73,7,15,7,21,38,33,57,24.1,27.3,40.0,41.7,24.1,22.9,38.2,35.2,25.3,28.2,40.3,42.4,25.3,24.9,39.9,37.9,68.7,39.8,83.2,56.5,56.2,29.5,67.0,42.4,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/dea_fut_xls_2009/annual.xls,legacy_futures_only,dea_fut_xls_2009,COFFEE C - ICE FUTURES U.S.,91117,2009-11-17,083731,ICUS,1,83,113767,31304,7393,10352,64696,90648,106352,108393,7415,5374,108079,32197,8601,7229,61429,87353,100855,103183,7224,4896,5688,1383,1068,847,3267,3295,5497,5210,191,478,-16182.0,-13592.0,-2016.0,-3634.0,2099.0,-9907.0,-15127.0,-15557.0,-1055.0,-625.0,100,27.5,6.5,9.1,56.9,79.7,93.5,95.3,6.5,4.7,100,29.8,8.0,6.7,56.8,80.8,93.3,95.5,6.7,4.5,100,24.3,18.8,14.9,57.4,57.9,96.6,91.6,3.4,8.4,285,106,44,51,87,98,218,175,285,108,45,46,86,96,216,169,68,6,12,7,19,38,30,54,22.9,31.1,39.9,44.9,22.8,25.1,35.9,37.2,23.8,32.1,40.0,45.8,23.7,27.4,37.3,40.0,68.7,41.4,84.2,58.3,55.4,29.8,67.0,41.9,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/dea_fut_xls_2009/annual.xls,legacy_futures_only,dea_fut_xls_2009,COFFEE C - ICE FUTURES U.S.,91109,2009-11-09,083731,ICUS,1,83,129949,44896,9409,13986,62597,100555,121479,123950,8470,5999,124514,45614,10632,11104,59468,97292,116186,119028,8328,5486,5435,1499,994,665,3129,3263,5293,4922,142,513,4590.0,1891.0,325.0,-2770.0,5217.0,6160.0,4338.0,3715.0,252.0,875.0,100,34.5,7.2,10.8,48.2,77.4,93.5,95.4,6.5,4.6,100,36.6,8.5,8.9,47.8,78.1,93.3,95.6,6.7,4.4,100,27.6,18.3,12.2,57.6,60.0,97.4,90.6,2.6,9.4,319,127,41,61,89,112,251,190,319,130,41,57,88,110,250,184,65,4,11,5,16,41,23,55,19.6,24.1,33.1,38.3,19.6,19.1,32.1,32.0,20.2,24.5,33.8,38.7,20.2,20.7,33.1,34.0,72.4,40.5,86.6,56.5,61.8,31.4,72.1,43.6,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/dea_fut_xls_2009/annual.xls,legacy_futures_only,dea_fut_xls_2009,COFFEE C - ICE FUTURES U.S.,91103,2009-11-03,083731,ICUS,1,83,125359,43005,9084,16756,57380,94395,117141,120235,8218,5124,120181,43473,10140,14164,54459,91269,112096,115573,8085,4608,5178,1441,853,683,2921,3126,5045,4662,133,516,2486.0,-830.0,-1233.0,1413.0,951.0,1378.0,1534.0,1558.0,952.0,928.0,100,34.3,7.2,13.4,45.8,75.3,93.4,95.9,6.6,4.1,100,36.2,8.4,11.8,45.3,75.9,93.3,96.2,6.7,3.8,100,27.8,16.5,13.2,56.4,60.4,97.4,90.0,2.6,10.0,327,129,45,59,94,111,255,197,327,131,46,57,93,109,253,194,63,5,8,5,18,39,26,50,20.2,24.0,34.1,37.5,20.2,19.8,32.3,32.5,20.8,24.0,34.2,37.8,20.8,21.3,33.2,34.4,69.3,41.7,84.0,57.8,58.0,32.0,68.8,43.3,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/dea_fut_xls_2009/annual.xls,legacy_futures_only,dea_fut_xls_2009,COFFEE C - ICE FUTURES U.S.,91027,2009-10-27,083731,ICUS,1,83,122873,43835,10317,15343,56429,93017,115607,118677,7266,4196,118522,44247,11514,12939,54187,90383,111373,114836,7149,3686,4351,1564,779,428,2242,2634,4234,3841,117,510,421.0,-430.0,-564.0,103.0,1571.0,1110.0,1244.0,649.0,-823.0,-228.0,100,35.7,8.4,12.5,45.9,75.7,94.1,96.6,5.9,3.4,100,37.3,9.7,10.9,45.7,76.3,94.0,96.9,6.0,3.1,100,35.9,17.9,9.8,51.5,60.5,97.3,88.3,2.7,11.7,329,126,48,59,92,112,254,197,329,128,51,57,91,110,252,194,63,7,7,6,17,40,27,51,20.5,24.4,32.8,38.1,20.5,20.1,32.1,33.0,21.1,24.5,32.9,38.7,21.1,21.5,32.9,34.7,74.0,41.7,85.4,56.4,65.7,35.6,75.0,48.4,"(CONTRACTS OF 37,500 POUNDS)"
