source_file,source_dataset,source_archive,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
raw_cot_data/legacy_futures_only/deafut_xls_2001/Fut_2001.xls,legacy_futures_only,deafut_xls_2001,"COFFEE C - COFFEE,SUGAR AND COCOA EXCHANG",11228,2001-12-28,083731,CSCE,1,83,54030,10693,15829,3938,29185,31462,43816,51229,10214,2801,49971,11213,16536,2142,27092,28905,40447,47583,9524,2388,4059,1023,836,253,2093,2557,3369,3646,690,413,152.0,1179.0,394.0,-46.0,258.0,471.0,1391.0,819.0,-1239.0,-667.0,100,19.8,29.3,7.3,54.0,58.2,81.1,94.8,18.9,5.2,100,22.4,33.1,4.3,54.2,57.8,80.9,95.2,19.1,4.8,100,25.2,20.6,6.2,51.6,63.0,83.0,89.8,17.0,10.2,221,63,49,32,93,72,172,138,221,63,50,32,91,70,170,136,75,12,3,8,45,23,58,33,18.3,25.4,29.0,37.0,15.2,19.1,24.4,29.6,19.3,27.2,30.5,39.8,16.3,21.3,26.0,33.6,30.5,54.3,44.6,71.0,26.9,48.6,39.2,64.8,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2001/Fut_2001.xls,legacy_futures_only,deafut_xls_2001,"COFFEE C - COFFEE,SUGAR AND COCOA EXCHANG",11221,2001-12-21,083731,CSCE,1,83,53878,9514,15435,3984,28927,30991,42425,50410,11453,3468,49859,10112,16248,2105,26904,28456,39121,46809,10738,3050,4019,1023,808,258,2023,2535,3304,3601,715,418,-666.0,52.0,-3315.0,49.0,-1592.0,2497.0,-1491.0,-769.0,825.0,103.0,100,17.7,28.6,7.4,53.7,57.5,78.7,93.6,21.3,6.4,100,20.3,32.6,4.2,54.0,57.1,78.5,93.9,21.5,6.1,100,25.5,20.1,6.4,50.3,63.1,82.2,89.6,17.8,10.4,221,66,48,35,91,71,171,141,221,64,50,34,89,69,168,139,74,11,4,8,45,22,58,32,18.3,25.3,28.4,37.1,15.3,19.9,23.2,29.8,19.3,27.2,29.5,39.9,16.4,21.9,24.9,33.9,31.0,53.8,45.5,70.6,27.7,48.0,40.1,64.4,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2001/Fut_2001.xls,legacy_futures_only,deafut_xls_2001,"COFFEE C - COFFEE,SUGAR AND COCOA EXCHANG",11218,2001-12-18,083731,CSCE,1,83,54544,9462,18750,3935,30519,28494,43916,51179,10628,3365,50610,10058,19414,2122,28483,26071,40663,47607,9947,3003,3934,968,900,249,2036,2423,3253,3572,681,362,628.0,219.0,384.0,-80.0,883.0,668.0,1022.0,972.0,-394.0,-344.0,100,17.3,34.4,7.2,56.0,52.2,80.5,93.8,19.5,6.2,100,19.9,38.4,4.2,56.3,51.5,80.3,94.1,19.7,5.9,100,24.6,22.9,6.3,51.8,61.6,82.7,90.8,17.3,9.2,226,60,55,32,97,69,173,142,226,62,54,32,95,67,171,140,77,11,5,7,45,23,59,32,18.1,26.2,27.8,37.5,15.2,21.0,23.5,30.6,18.9,28.0,29.1,40.2,16.3,22.9,24.9,33.9,31.1,56.6,44.7,70.7,27.3,51.0,39.6,64.3,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2001/Fut_2001.xls,legacy_futures_only,deafut_xls_2001,"COFFEE C - COFFEE,SUGAR AND COCOA EXCHANG",11211,2001-12-11,083731,CSCE,1,83,53916,9243,18366,4015,29636,27826,42894,50207,11022,3709,50325,9765,19183,2219,27960,25538,39944,46940,10381,3385,3591,1037,742,237,1676,2288,2950,3267,641,324,175.0,611.0,246.0,-637.0,-184.0,551.0,-210.0,160.0,385.0,15.0,100,17.1,34.1,7.4,55.0,51.6,79.6,93.1,20.4,6.9,100,19.4,38.1,4.4,55.6,50.7,79.4,93.3,20.6,6.7,100,28.9,20.7,6.6,46.7,63.7,82.1,91.0,17.9,9.0,224,58,58,32,96,64,170,140,224,60,58,31,93,63,167,138,72,11,5,4,40,21,53,28,18.1,26.4,28.1,37.8,14.5,21.2,23.8,30.9,19.0,28.3,29.4,40.5,15.6,23.0,25.2,34.1,32.6,59.2,47.1,73.3,30.4,53.1,44.4,66.2,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2001/Fut_2001.xls,legacy_futures_only,deafut_xls_2001,"COFFEE C - COFFEE,SUGAR AND COCOA EXCHANG",11204,2001-12-04,083731,CSCE,1,83,53741,8632,18120,4652,29820,27275,43104,50047,10637,3694,50328,9226,18892,2812,28277,25219,40315,46923,10013,3405,3413,980,802,266,1543,2056,2789,3124,624,289,2658.0,423.0,3419.0,-357.0,1807.0,-812.0,1873.0,2250.0,785.0,408.0,100,16.1,33.7,8.7,55.5,50.8,80.2,93.1,19.8,6.9,100,18.3,37.5,5.6,56.2,50.1,80.1,93.2,19.9,6.8,100,28.7,23.5,7.8,45.2,60.2,81.7,91.5,18.3,8.5,229,58,59,35,93,66,171,147,229,62,59,35,90,64,168,145,69,8,6,5,38,23,49,31,17.3,26.2,27.5,37.3,13.7,20.3,22.7,29.1,18.2,28.0,28.5,39.8,14.6,22.1,23.9,32.6,35.0,63.2,50.0,75.4,32.3,56.5,46.2,66.8,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2001/Fut_2001.xls,legacy_futures_only,deafut_xls_2001,"COFFEE C - COFFEE,SUGAR AND COCOA EXCHANG",11127,2001-11-27,083731,CSCE,1,83,51083,8209,14701,5009,28013,28087,41231,47797,9852,3286,47869,8756,15494,3199,26544,26140,38499,44833,9370,3036,3214,958,712,305,1469,1947,2732,2964,482,250,-244.0,-469.0,3125.0,-188.0,2800.0,-898.0,2143.0,2039.0,-2387.0,-2283.0,100,16.1,28.8,9.8,54.8,55.0,80.7,93.6,19.3,6.4,100,18.3,32.4,6.7,55.5,54.6,80.4,93.7,19.6,6.3,100,29.8,22.2,9.5,45.7,60.6,85.0,92.2,15.0,7.8,212,53,49,33,93,70,166,135,212,55,47,33,90,69,163,134,70,8,5,3,38,23,49,29,18.8,30.5,29.5,41.9,13.2,22.0,22.5,31.5,18.9,32.5,29.6,44.7,14.1,24.3,23.7,35.4,38.3,64.5,53.8,77.4,33.9,55.7,48.1,66.6,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2001/Fut_2001.xls,legacy_futures_only,deafut_xls_2001,"COFFEE C - COFFEE,SUGAR AND COCOA EXCHANG",11120,2001-11-20,083731,CSCE,1,83,51327,8678,11576,5197,25213,28985,39088,45758,12239,5569,48172,9020,12335,3602,23798,26876,36420,42813,11752,5359,3155,1004,587,249,1415,2109,2668,2945,487,210,-6164.0,1364.0,-6445.0,-307.0,-7247.0,-70.0,-6190.0,-6822.0,26.0,658.0,100,16.9,22.6,10.1,49.1,56.5,76.2,89.1,23.8,10.9,100,18.7,25.6,7.5,49.4,55.8,75.6,88.9,24.4,11.1,100,31.8,18.6,7.9,44.8,66.8,84.6,93.3,15.4,6.7,214,57,51,35,86,68,167,134,214,59,52,35,83,67,164,133,68,10,2,3,36,22,48,26,15.2,27.7,26.4,38.5,12.4,22.5,20.8,31.0,15.2,29.5,25.9,39.6,13.1,25.6,21.9,34.5,38.2,60.4,53.2,77.2,34.6,52.8,48.7,68.5,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2001/Fut_2001.xls,legacy_futures_only,deafut_xls_2001,"COFFEE C - COFFEE,SUGAR AND COCOA EXCHANG",11113,2001-11-13,083731,CSCE,1,83,57491,7314,18021,5504,32460,29055,45278,52580,12213,4911,54413,7588,18667,4047,31008,27000,42643,49714,11770,4699,3078,921,549,262,1452,2055,2635,2866,443,212,-2077.0,-663.0,-712.0,-911.0,-1007.0,-722.0,-2581.0,-2345.0,504.0,268.0,100,12.7,31.3,9.6,56.5,50.5,78.8,91.5,21.2,8.5,100,13.9,34.3,7.4,57.0,49.6,78.4,91.4,21.6,8.6,100,29.9,17.8,8.5,47.2,66.8,85.6,93.1,14.4,6.9,230,52,63,37,100,74,179,153,230,55,64,37,99,73,178,152,73,10,3,5,38,25,51,31,16.9,25.1,27.8,37.3,11.4,18.0,20.4,28.1,17.2,26.6,27.9,39.2,12.1,19.3,21.3,31.0,36.2,59.0,51.0,75.2,32.8,51.7,46.5,66.3,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2001/Fut_2001.xls,legacy_futures_only,deafut_xls_2001,"COFFEE C - COFFEE,SUGAR AND COCOA EXCHANG",11106,2001-11-06,083731,CSCE,1,83,59568,7977,18733,6415,33467,29777,47859,54925,11709,4643,56573,8337,19374,4929,31932,27736,45198,52039,11375,4534,2995,843,562,283,1535,2041,2661,2886,334,109,-946.0,-26.0,-2761.0,886.0,-4138.0,312.0,-3278.0,-1563.0,2332.0,617.0,100,13.4,31.4,10.8,56.2,50.0,80.3,92.2,19.7,7.8,100,14.7,34.2,8.7,56.4,49.0,79.9,92.0,20.1,8.0,100,28.1,18.8,9.4,51.3,68.1,88.8,96.4,11.2,3.6,255,62,66,40,112,80,199,167,254,63,67,40,110,79,197,166,79,11,1,6,44,26,57,32,18.5,23.6,30.0,36.4,11.9,17.0,19.8,25.8,18.9,24.9,29.7,37.3,12.6,18.1,20.7,28.4,38.0,61.2,51.9,78.0,33.8,53.4,46.5,68.5,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2001/Fut_2001.xls,legacy_futures_only,deafut_xls_2001,"COFFEE C - COFFEE,SUGAR AND COCOA EXCHANG",11030,2001-10-30,083731,CSCE,1,83,60514,8003,21494,5529,37605,29465,51137,56488,9377,4026,57760,8508,22147,3969,36120,27626,48597,53742,9163,4018,2754,886,738,169,1485,1839,2540,2746,214,8,664.0,112.0,765.0,680.0,-359.0,-1316.0,433.0,129.0,231.0,535.0,100,13.2,35.5,9.1,62.1,48.7,84.5,93.3,15.5,6.7,100,14.7,38.3,6.9,62.5,47.8,84.1,93.0,15.9,7.0,100,32.2,26.8,6.1,53.9,66.8,92.2,99.7,7.8,0.3,258,59,70,34,114,80,192,168,258,60,70,33,113,78,191,165,76,9,2,3,40,27,51,31,20.3,22.8,31.3,36.1,13.4,16.1,22.5,24.4,20.5,23.9,31.1,37.2,14.1,16.9,23.6,26.6,38.5,60.9,54.6,79.5,37.2,55.3,52.1,72.6,"(CONTRACTS OF 37,500 POUNDS)"
