source_file,source_dataset,source_archive,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
raw_cot_data/legacy_futures_only/deafut_xls_2003/Fut_2003.xls,legacy_futures_only,deafut_xls_2003,"COFFEE C - COFFEE, SUGAR AND COCOA EXCHANGE",31230,2003-12-30,083731,CSCE,1,83,77553,16441,26320,7790,38426,37728,62657,71838,14896,5715,71177,16395,27870,4681,35681,33255,56757,65806,14420,5371,6376,1938,342,1217,2745,4473,5900,6032,476,344,329.0,555.0,390.0,995.0,-1999.0,-1666.0,-449.0,-281.0,778.0,610.0,100,21.2,33.9,10.0,49.5,48.6,80.8,92.6,19.2,7.4,100,23.0,39.2,6.6,50.1,46.7,79.7,92.5,20.3,7.5,100,30.4,5.4,19.1,43.1,70.2,92.5,94.6,7.5,5.4,277,105,54,39,85,85,211,165,276,106,60,38,83,82,207,162,81,19,10,9,34,31,57,46,21.0,21.8,32.4,33.2,18.2,18.8,29.6,28.7,21.8,23.7,33.3,35.3,20.7,21.9,32.3,32.1,47.6,45.5,67.8,63.3,37.9,35.2,52.3,50.3,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2003/Fut_2003.xls,legacy_futures_only,deafut_xls_2003,"COFFEE C - COFFEE, SUGAR AND COCOA EXCHANGE",31222,2003-12-22,083731,CSCE,1,83,77224,15886,25930,6795,40425,39394,63106,72119,14118,5105,70916,15933,27142,4252,37642,34964,57827,66358,13089,4558,6308,1518,353,978,2783,4430,5279,5761,1029,547,349.0,192.0,-1411.0,-431.0,88.0,1616.0,-151.0,-226.0,500.0,575.0,100,20.6,33.6,8.8,52.3,51.0,81.7,93.4,18.3,6.6,100,22.5,38.3,6.0,53.1,49.3,81.5,93.6,18.5,6.4,100,24.1,5.6,15.5,44.1,70.2,83.7,91.3,16.3,8.7,270,99,58,34,83,84,201,162,269,100,61,34,81,80,198,158,76,15,10,6,33,31,51,44,21.1,24.7,33.9,35.9,18.4,18.5,29.9,28.7,21.8,26.9,34.2,38.3,20.7,21.6,32.6,32.0,48.1,45.1,63.3,63.1,38.3,35.3,48.7,50.5,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2003/Fut_2003.xls,legacy_futures_only,deafut_xls_2003,"COFFEE C - COFFEE, SUGAR AND COCOA EXCHANGE",31216,2003-12-16,083731,CSCE,1,83,76875,15694,27341,7226,40337,37778,63257,72345,13618,4530,70871,15694,28372,4873,37615,33614,58182,66859,12689,4012,6004,1417,386,936,2722,4164,5075,5486,929,518,2836.0,-583.0,2742.0,349.0,3219.0,-453.0,2985.0,2638.0,-149.0,198.0,100,20.4,35.6,9.4,52.5,49.1,82.3,94.1,17.7,5.9,100,22.1,40.0,6.9,53.1,47.4,82.1,94.3,17.9,5.7,100,23.6,6.4,15.6,45.3,69.4,84.5,91.4,15.5,8.6,273,92,70,34,86,82,199,168,272,95,69,34,84,78,196,164,74,15,9,7,33,31,51,44,21.4,24.1,34.1,35.0,18.7,17.6,30.3,27.5,22.0,26.1,34.3,37.3,20.9,20.5,32.7,30.9,50.2,44.7,65.5,63.9,40.2,34.6,51.0,49.1,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2003/Fut_2003.xls,legacy_futures_only,deafut_xls_2003,"COFFEE C - COFFEE, SUGAR AND COCOA EXCHANGE",31209,2003-12-09,083731,CSCE,1,83,74039,16277,24599,6877,37118,38231,60272,69707,13767,4332,68351,16239,25646,4573,34555,34286,55367,64505,12984,3846,5688,1305,220,1037,2563,3945,4905,5202,783,486,-4401.0,1565.0,-9632.0,-103.0,-2914.0,7691.0,-1452.0,-2044.0,-2949.0,-2357.0,100,22.0,33.2,9.3,50.1,51.6,81.4,94.1,18.6,5.9,100,23.8,37.5,6.7,50.6,50.2,81.0,94.4,19.0,5.6,100,22.9,3.9,18.2,45.1,69.4,86.2,91.5,13.8,8.5,286,109,62,37,83,84,214,168,285,109,66,37,82,81,212,165,74,16,9,7,32,29,51,42,19.7,26.9,32.1,38.4,18.3,21.7,29.1,31.2,20.0,29.1,32.4,40.5,18.8,24.8,31.2,34.5,51.5,51.4,67.8,70.3,41.6,36.4,49.5,52.1,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2003/Fut_2003.xls,legacy_futures_only,deafut_xls_2003,"COFFEE C - COFFEE, SUGAR AND COCOA EXCHANGE",31202,2003-12-02,083731,CSCE,1,83,78440,14712,34231,6980,40032,30540,61724,71751,16716,6689,73452,14695,34715,5317,37465,27203,57477,67235,15975,6217,4988,658,157,1022,2567,3337,4247,4516,741,472,-3047.0,-541.0,-5422.0,-915.0,-1261.0,5120.0,-2717.0,-1217.0,-330.0,-1830.0,100,18.8,43.6,8.9,51.0,38.9,78.7,91.5,21.3,8.5,100,20.0,47.3,7.2,51.0,37.0,78.3,91.5,21.7,8.5,100,13.2,3.1,20.5,51.5,66.9,85.1,90.5,14.9,9.5,277,95,69,38,86,75,199,170,276,95,72,37,85,71,196,166,67,13,9,7,29,24,47,36,20.2,26.8,32.0,36.7,18.5,23.9,29.6,31.9,20.6,28.6,32.3,38.7,19.6,26.8,31.3,35.2,57.0,57.5,69.1,72.6,42.2,39.3,48.5,51.0,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2003/Fut_2003.xls,legacy_futures_only,deafut_xls_2003,"COFFEE C - COFFEE, SUGAR AND COCOA EXCHANGE",31125,2003-11-25,083731,CSCE,1,83,81487,15253,39653,7895,41293,25420,64441,72968,17046,8519,76575,15366,40135,6166,38739,22207,60271,68508,16304,8067,4912,645,276,971,2554,3213,4170,4460,742,452,6891.0,-1293.0,8340.0,438.0,6304.0,-2949.0,5449.0,5829.0,1442.0,1062.0,100,18.7,48.7,9.7,50.7,31.2,79.1,89.5,20.9,10.5,100,20.1,52.4,8.1,50.6,29.0,78.7,89.5,21.3,10.5,100,13.1,5.6,19.8,52.0,65.4,84.9,90.8,15.1,9.2,292,90,90,39,86,72,199,186,291,93,93,39,84,67,196,181,69,12,12,8,29,25,47,39,19.6,21.8,31.2,31.9,17.9,19.8,29.1,27.7,20.2,23.2,31.5,33.8,19.4,21.6,30.6,30.6,56.2,56.1,69.0,71.5,42.7,37.0,49.0,49.4,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2003/Fut_2003.xls,legacy_futures_only,deafut_xls_2003,"COFFEE C - COFFEE, SUGAR AND COCOA EXCHANGE",31118,2003-11-18,083731,CSCE,1,83,74596,16546,31313,7457,34989,28369,58992,67139,15604,7457,70064,16493,32119,5815,32775,25087,55083,63021,14981,7043,4532,979,120,716,2214,3282,3909,4118,623,414,-8690.0,-1190.0,-832.0,-1652.0,-4743.0,-6596.0,-7585.0,-9080.0,-1105.0,390.0,100,22.2,42.0,10.0,46.9,38.0,79.1,90.0,20.9,10.0,100,23.5,45.8,8.3,46.8,35.8,78.6,89.9,21.4,10.1,100,21.6,2.6,15.8,48.9,72.4,86.3,90.9,13.7,9.1,272,91,77,39,83,72,195,171,271,89,81,38,81,67,191,166,63,13,7,4,23,25,38,36,19.3,22.1,31.8,30.4,18.4,17.7,29.1,25.8,20.0,23.5,31.6,32.1,19.2,20.1,30.8,28.7,60.2,55.1,72.7,71.4,46.0,41.3,53.6,54.3,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2003/Fut_2003.xls,legacy_futures_only,deafut_xls_2003,"COFFEE C - COFFEE, SUGAR AND COCOA EXCHANGE",31111,2003-11-11,083731,CSCE,1,83,83286,17736,32145,9109,39732,34965,66577,76219,16709,7067,79222,17614,33473,7200,38008,31735,62822,72408,16400,6814,4064,1577,127,454,1724,3230,3755,3811,309,253,-2738.0,-146.0,894.0,-2414.0,-1274.0,188.0,-3834.0,-1332.0,1096.0,-1406.0,100,21.3,38.6,10.9,47.7,42.0,79.9,91.5,20.1,8.5,100,22.2,42.3,9.1,48.0,40.1,79.3,91.4,20.7,8.6,100,38.8,3.1,11.2,42.4,79.5,92.4,93.8,7.6,6.2,288,93,84,52,84,74,203,192,287,94,88,51,84,70,201,188,65,16,7,7,24,26,43,37,17.1,23.3,29.4,32.6,15.5,16.5,24.9,23.6,17.2,23.7,29.4,32.9,15.8,18.5,25.6,26.0,54.6,52.0,72.4,69.5,47.9,45.4,59.7,59.6,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2003/Fut_2003.xls,legacy_futures_only,deafut_xls_2003,"COFFEE C - COFFEE, SUGAR AND COCOA EXCHANGE",31104,2003-11-04,083731,CSCE,1,83,86024,17882,31251,11523,41006,34777,70411,77551,15613,8473,82123,17680,32767,9572,39581,31616,66833,73955,15290,8168,3901,1814,96,339,1425,3161,3578,3596,323,305,4477.0,414.0,9027.0,-121.0,4920.0,-6184.0,5213.0,2722.0,-736.0,1755.0,100,20.8,36.3,13.4,47.7,40.4,81.9,90.2,18.1,9.8,100,21.5,39.9,11.7,48.2,38.5,81.4,90.1,18.6,9.9,100,46.5,2.5,8.7,36.5,81.0,91.7,92.2,8.3,7.8,286,102,75,47,81,77,198,190,285,98,80,47,80,73,196,186,64,15,7,5,25,25,42,35,19.9,22.3,32.3,32.1,18.2,15.5,27.4,23.1,20.2,23.2,32.2,32.3,18.9,17.2,29.2,25.3,50.4,53.7,70.5,71.6,43.1,47.1,59.4,61.8,"(CONTRACTS OF 37,500 POUNDS)"
raw_cot_data/legacy_futures_only/deafut_xls_2003/Fut_2003.xls,legacy_futures_only,deafut_xls_2003,"COFFEE C - COFFEE, SUGAR AND COCOA EXCHANGE",31028,2003-10-28,083731,CSCE,1,83,81547,17468,22224,11644,36086,40961,65198,74829,16349,6718,78063,17467,24254,9421,35149,37882,62037,71557,16026,6506,3484,2194,163,30,937,3079,3161,3272,323,212,405.0,1871.0,-3677.0,-242.0,-2156.0,5760.0,-527.0,1841.0,932.0,-1436.0,100,21.4,27.3,14.3,44.3,50.2,80.0,91.8,20.0,8.2,100,22.4,31.1,12.1,45.0,48.5,79.5,91.7,20.5,8.3,100,63.0,4.7,0.9,26.9,88.4,90.7,93.9,9.3,6.1,282,110,56,54,83,84,213,182,281,107,65,52,81,79,209,176,63,12,9,3,24,28,36,40,19.3,21.4,30.0,33.4,17.9,15.5,26.4,25.6,20.1,21.6,30.7,33.7,18.7,17.3,27.5,27.6,57.8,56.1,75.3,72.3,57.1,53.8,73.5,70.0,"(CONTRACTS OF 37,500 POUNDS)"
