Date,news_data_available,news_event_count_7d,news_mentions_7d,news_articles_7d,news_avg_tone_7d,news_avg_goldstein_7d,news_root_share_7d,news_negative_goldstein_share_7d,news_material_conflict_share_7d,news_verbal_conflict_share_7d,news_brazil_share_7d,news_colombia_share_7d,news_vietnam_share_7d,news_event_count_30d,news_mentions_30d,news_articles_30d,news_avg_tone_30d,news_avg_goldstein_30d,news_root_share_30d,news_negative_goldstein_share_30d,news_material_conflict_share_30d,news_verbal_conflict_share_30d,news_brazil_share_30d,news_colombia_share_30d,news_vietnam_share_30d,news_event_volume_z_365d,news_tone_change_7d,news_supply_shock_proxy
2000-01-31,1.0,255.0,1521.0,1411.0,5.392038271317363,-0.6532246633593196,0.35294117647058826,0.23137254901960785,0.16470588235294117,0.0392156862745098,0.17254901960784313,0.5647058823529412,0.0,970.0,6646.0,6202.0,4.791714792963021,-2.957400838439213,0.5742268041237113,0.411340206185567,0.30721649484536084,0.07525773195876288,0.2824742268041237,0.4268041237113402,0.007216494845360825,,0.8822513288871736,0.9133233437966338
2000-02-01,1.0,250.0,1431.0,1317.0,5.549751518756174,0.3015186028853455,0.336,0.22,0.144,0.048,0.188,0.572,0.0,988.0,6793.0,6309.0,4.795311626809145,-2.950610239340625,0.5759109311740891,0.4159919028340081,0.30870445344129555,0.07894736842105263,0.28643724696356276,0.42105263157894735,0.00708502024291498,,1.0846530634279699,0.7956652232349768
2000-02-02,1.0,250.0,1638.0,1511.0,5.170010192875941,-2.166710787557909,0.424,0.388,0.304,0.056,0.132,0.544,0.004,1012.0,7077.0,6576.0,4.7799499038710485,-3.26485705596107,0.5810276679841897,0.4278656126482213,0.3290513833992095,0.07114624505928854,0.2766798418972332,0.40118577075098816,0.007905138339920948,,0.4620893304886371,1.6797376934960622
2000-02-03,1.0,250.0,1653.0,1561.0,4.900052805037363,-2.667072389493914,0.524,0.444,0.344,0.08,0.124,0.496,0.004,1050.0,7196.0,6684.0,4.833990663893777,-3.312761819269898,0.58,0.4247619047619048,0.32476190476190475,0.07333333333333333,0.2580952380952381,0.4066666666666667,0.007619047619047619,,-0.0675064623719539,1.9007558110613334
2000-02-04,1.0,250.0,1703.0,1582.0,5.028523361102184,-2.9362831858407086,0.592,0.44,0.328,0.084,0.144,0.408,0.004,1050.0,7138.0,6620.0,4.921165436366597,-3.187537764350453,0.5904761904761905,0.41714285714285715,0.3161904761904762,0.07142857142857142,0.26,0.4038095238095238,0.0038095238095238095,,0.15778332223185387,1.812348564035225
2000-02-05,1.0,250.0,1669.0,1548.0,5.23877381908686,-3.046770025839794,0.62,0.468,0.34,0.108,0.192,0.34,0.004,1050.0,7169.0,6651.0,4.981831224843649,-3.095865283416028,0.5866666666666667,0.4142857142857143,0.3161904761904762,0.06952380952380953,0.25047619047619046,0.40095238095238095,0.0038095238095238095,,0.1793847070928436,1.8786539993048066
2000-02-06,1.0,227.0,1517.0,1396.0,5.224126024515871,-3.7105300859598858,0.6387665198237885,0.4933920704845815,0.3700440528634361,0.10572687224669604,0.19823788546255505,0.3039647577092511,0.004405286343612335,1002.0,6859.0,6361.0,4.958800154037287,-3.067976733218048,0.5858283433133733,0.4121756487025948,0.31636726546906185,0.06986027944111776,0.24850299401197604,0.406187624750499,0.003992015968063872,,0.09326289196841131,2.0090970609346828
2000-02-07,1.0,236.0,1604.0,1447.0,5.0903011519228265,-3.290532135452661,0.6313559322033898,0.461864406779661,0.3474576271186441,0.08898305084745763,0.1694915254237288,0.288135593220339,0.00423728813559322,968.0,6500.0,5996.0,4.9757770676452235,-2.643128752501668,0.5743801652892562,0.3915289256198347,0.29132231404958675,0.07128099173553719,0.2572314049586777,0.3956611570247934,0.004132231404958678,,-0.3017371193945362,1.8999192015808508
2000-02-08,1.0,250.0,1617.0,1500.0,5.065326516268787,-2.708,0.64,0.404,0.3,0.064,0.196,0.272,0.004,973.0,6557.0,6053.0,4.984238819198974,-2.527507021311746,0.5827338129496403,0.3874614594039055,0.28365878725590954,0.07091469681397738,0.2744090441932169,0.3761562178828366,0.0041109969167523125,,-0.48442500248738707,1.657635881739535
2000-02-09,1.0,250.0,1707.0,1569.0,5.133410965096256,-2.4472912683237733,0.636,0.392,0.256,0.096,0.216,0.264,0.004,1014.0,6971.0,6429.0,4.967801360575322,-2.7398195675843833,0.5877712031558185,0.40433925049309666,0.2948717948717949,0.07790927021696252,0.2692307692307692,0.363905325443787,0.004930966469428008,,-0.036599227779685606,1.4145159524177366
2000-02-10,1.0,250.0,1731.0,1593.0,4.982201489237667,-1.8224105461393598,0.604,0.372,0.236,0.084,0.236,0.3,0.004,1050.0,7119.0,6566.0,4.943073589090279,-2.5278708498324702,0.58,0.39714285714285713,0.2857142857142857,0.07809523809523809,0.26095238095238094,0.3761904761904762,0.004761904761904762,,0.08214868420030452,1.3040068936351008
2000-02-11,1.0,250.0,1500.0,1408.0,4.938551501503669,-0.5796875000000002,0.62,0.324,0.172,0.092,0.248,0.376,0.004,1050.0,6893.0,6369.0,4.902676966910513,-2.174328780028262,0.58,0.379047619047619,0.2619047619047619,0.08,0.2714285714285714,0.38666666666666666,0.0038095238095238095,,-0.08997185959851439,0.9503779055306667
2000-02-12,1.0,250.0,1526.0,1433.0,4.829465017539647,-1.2468248429867412,0.636,0.344,0.192,0.092,0.248,0.392,0.004,1050.0,6585.0,6110.0,5.020864343896447,-1.7109165302782323,0.5695238095238095,0.3504761904761905,0.23523809523809525,0.07809523809523809,0.28095238095238095,0.4038095238095238,0.0038095238095238095,,-0.40930880154721283,1.0608869643133025
2000-02-13,1.0,270.0,1612.0,1519.0,4.74309021326762,-0.9016458196181701,0.6259259259259259,0.3148148148148148,0.17777777777777778,0.08518518518518518,0.22962962962962963,0.43333333333333335,0.003703703703703704,1022.0,6533.0,6061.0,4.996164017838562,-1.6250618709783864,0.5655577299412916,0.3356164383561644,0.22113502935420742,0.07729941291585127,0.2700587084148728,0.4060665362035225,0.003913894324853229,,-0.4810358112482511,0.995932234823058
2000-02-14,1.0,262.0,1530.0,1473.0,4.8211388569518325,-0.94908350305499,0.6221374045801527,0.32061068702290074,0.183206106870229,0.08778625954198473,0.23282442748091603,0.4732824427480916,0.007633587786259542,980.0,6241.0,5784.0,4.963734881714413,-1.4364972337482713,0.5693877551020409,0.32857142857142857,0.2163265306122449,0.07346938775510205,0.2693877551020408,0.4020408163265306,0.00510204081632653,,-0.269162294970994,1.0208526471165371
2000-02-15,1.0,250.0,1479.0,1417.0,4.7594717112075955,-1.1218066337332395,0.592,0.328,0.192,0.092,0.212,0.508,0.008,997.0,6294.0,5840.0,4.93759770351991,-1.4308390410958904,0.5656970912738215,0.324974924774323,0.21263791374122368,0.07221664994984955,0.2728184553660983,0.399197592778335,0.0050150451354062184,,-0.3058548050611911,1.0608869643133025
