phase,regime_family,regime,model,rows,date_start,date_end,actual_mean_return,actual_return_std,actual_positive_rate,prediction_mean_return,prediction_positive_rate,rmse,mae,r2,mean_error_bias,directional_accuracy,balanced_accuracy,precision_positive,recall_positive,f1_positive,matthews_correlation,roc_auc,average_precision,zero_return_rmse,rmse_improvement_vs_zero_pct,majority_direction_accuracy,directional_accuracy_minus_majority
validation,volatility_regime,high_volatility,elm_price_history,409,2018-10-02,2022-08-29,0.0038053245784742426,0.05269640472072117,0.5012224938875306,-0.003569789949804725,0.43765281173594134,0.054420390440421657,0.04204608031838829,-0.06911513985472317,-0.007375114528278968,0.5012224938875306,0.5013749402199904,0.5027932960893855,0.43902439024390244,0.46875,0.0027715032526187257,0.525298900047824,0.5179031848993446,0.05276932870539291,-0.03128828384849269,0.5012224938875306,0.0
validation,volatility_regime,high_volatility,hedonic_weather_cot_ridge,409,2018-10-02,2022-08-29,0.0038053245784742426,0.05269640472072117,0.5012224938875306,-0.007501006606417451,0.32273838630806845,0.058662452161219104,0.0455629324629548,-0.24228602352574957,-0.011306331184891697,0.5036674816625917,0.5041009086561454,0.5075757575757576,0.32682926829268294,0.39762611275964393,0.008771528032730843,0.5063845050215208,0.49185918927710454,0.05276932870539291,-0.11167705939044725,0.5012224938875306,0.0024449877750610804
validation,volatility_regime,high_volatility,threshold_ar_npi,409,2018-10-02,2022-08-29,0.0038053245784742426,0.05269640472072117,0.5012224938875306,-0.0022561103435980246,0.2885085574572127,0.05361330738223201,0.04145708776977572,-0.03763920443593416,-0.006061434922072269,0.4889975550122249,0.4895145863223338,0.4830508474576271,0.2780487804878049,0.35294117647058826,-0.023143022681236615,0.49854136776661884,0.4973830634034469,0.05276932870539291,-0.015993735329683068,0.5012224938875306,-0.01222493887530568
validation,volatility_regime,high_volatility,cot_contract_stress_forest,409,2018-10-02,2022-08-29,0.0038053245784742426,0.05269640472072117,0.5012224938875306,-0.003961026176427022,0.40097799511002447,0.053077193819476315,0.04096994522795617,-0.01699093195504653,-0.007766350754901265,0.4938875305623472,0.4941296030607365,0.49390243902439024,0.3951219512195122,0.43902439024390244,-0.011978005596824963,0.5345528455284553,0.5061528780790782,0.05276932870539291,-0.005834167718945071,0.5012224938875306,-0.007334963325183408
validation,volatility_regime,high_volatility,hist_gradient_boosting_integrated,409,2018-10-02,2022-08-29,0.0038053245784742426,0.05269640472072117,0.5012224938875306,-0.022327382277220878,0.1466992665036675,0.060160474914838315,0.04673221895813742,-0.3065429323859794,-0.026132706855695124,0.4743276283618582,0.4751912960306074,0.4166666666666667,0.12195121951219512,0.18867924528301888,-0.07011932845628538,0.5267575322812051,0.5158917446548598,0.05276932870539291,-0.14006519299704578,0.5012224938875306,-0.026894865525672385
validation,volatility_regime,high_volatility,xgboost_integrated,409,2018-10-02,2022-08-29,0.0038053245784742426,0.05269640472072117,0.5012224938875306,-0.013661341366195434,0.13202933985330073,0.05562857901163287,0.04295572553957152,-0.11711300003374192,-0.017466665944669675,0.4841075794621027,0.48500717360114776,0.4444444444444444,0.11707317073170732,0.18532818532818532,-0.04428885634637178,0.5065518890483023,0.48270705921931845,0.05276932870539291,-0.054183943142482205,0.5012224938875306,-0.017114914425427896
validation,volatility_regime,high_volatility,xgboost_regime_aware,409,2018-10-02,2022-08-29,0.0038053245784742426,0.05269640472072117,0.5012224938875306,-0.015848441226080912,0.1295843520782396,0.05721685102074271,0.04397760103045888,-0.18181385672787265,-0.019653765804555155,0.4767726161369193,0.4776781444285031,0.41509433962264153,0.1073170731707317,0.17054263565891473,-0.06646444305959098,0.485557149689144,0.4777700376991715,0.05276932870539291,-0.08428233643410499,0.5012224938875306,-0.024449877750611304
validation,volatility_regime,high_volatility,research_ensemble,409,2018-10-02,2022-08-29,0.0038053245784742426,0.05269640472072117,0.5012224938875306,-0.001669210093929649,0.44254278728606355,0.05282270702068882,0.040649698207005314,-0.007262071252206015,-0.005474534672403893,0.5207823960880196,0.5209230033476806,0.5248618784530387,0.4634146341463415,0.49222797927461137,0.0421249427363976,0.5399330463892874,0.5574157442233455,0.05276932870539291,-0.0010115405407926659,0.5012224938875306,0.019559902200488977
validation,volatility_regime,low_volatility,zero_return,221,2018-09-18,2022-02-23,0.0059692042232390614,0.04280322092011087,0.5294117647058824,0.0,0.0,0.04312142163483623,0.03359330698207784,-0.019536626180663763,-0.0059692042232390614,0.47058823529411764,0.5,0.0,0.0,0.0,0.0,0.5,0.5294117647058824,0.04312142163483623,0.0,0.5294117647058824,-0.05882352941176472
validation,volatility_regime,low_volatility,ar_ridge,221,2018-09-18,2022-02-23,0.0059692042232390614,0.04280322092011087,0.5294117647058824,0.0026817288380658485,0.746606334841629,0.04237853298173884,0.033112489395786295,0.015289590733689518,-0.0032874753851732125,0.5927601809954751,0.578525641025641,0.5818181818181818,0.8205128205128205,0.6808510638297872,0.180225027690553,0.6172748191978961,0.599946542842581,0.04312142163483623,0.017227833056812747,0.5294117647058824,0.06334841628959276
validation,volatility_regime,low_volatility,arima_111,221,2018-09-18,2022-02-23,0.0059692042232390614,0.04280322092011087,0.5294117647058824,-0.00021477087327432276,0.26244343891402716,0.04312872046424141,0.03358756685746318,-0.019881793543000237,-0.006183975096513383,0.5158371040723982,0.5299145299145299,0.5862068965517241,0.2905982905982906,0.38857142857142857,0.06787564659923766,0.5492274819197897,0.5544078578253429,0.04312142163483623,-0.00016926226289548651,0.5294117647058824,-0.013574660633484115
validation,volatility_regime,low_volatility,simple_exp_smoothing,221,2018-09-18,2022-02-23,0.0059692042232390614,0.04280322092011087,0.5294117647058824,-1.4856893556232809e-05,0.48868778280542985,0.04309932528513735,0.03357480836194409,-0.018492028621401424,-0.005984061116795293,0.5701357466063348,0.5710470085470085,0.6018518518518519,0.5555555555555556,0.5777777777777777,0.14188428411314113,0.5500493096646943,0.5556239151104589,0.04312142163483623,0.0005124216424494676,0.5294117647058824,0.040723981900452455
validation,volatility_regime,low_volatility,holt_winters_5d,221,2018-09-18,2022-02-23,0.0059692042232390614,0.04280322092011087,0.5294117647058824,-0.0004259350839330203,0.29411764705882354,0.04319156403089869,0.033624497323604494,-0.02285613195475178,-0.006395139307172081,0.49321266968325794,0.5053418803418803,0.5384615384615384,0.29914529914529914,0.38461538461538464,0.011703473450965087,0.5196416831032216,0.5383465377639112,0.04312142163483623,-0.0016266253152885657,0.5294117647058824,-0.03619909502262442
validation,volatility_regime,low_volatility,linear_trend_252d,221,2018-09-18,2022-02-23,0.0059692042232390614,0.04280322092011087,0.5294117647058824,0.009582842739773438,0.5339366515837104,0.07709538619817238,0.06175105992439575,-2.258918263656116,0.0036136385165343775,0.5339366515837104,0.532051282051282,0.559322033898305,0.5641025641025641,0.5617021276595745,0.0641394728408653,0.6187541091387245,0.6203993484799191,0.04312142163483623,-0.7878674513803556,0.5294117647058824,0.004524886877828038
validation,volatility_regime,low_volatility,quadratic_trend_252d,221,2018-09-18,2022-02-23,0.0059692042232390614,0.04280322092011087,0.5294117647058824,0.04205977386537903,0.8054298642533937,0.07202405822000563,0.05490062603910272,-1.8442768590191818,0.03609056964213996,0.5972850678733032,0.579594017094017,0.5786516853932584,0.8803418803418803,0.6983050847457627,0.20071313356023082,0.6651051939513478,0.6548831605535278,0.04312142163483623,-0.6702616817674676,0.5294117647058824,0.0678733031674208
validation,volatility_regime,low_volatility,linear_technical,221,2018-09-18,2022-02-23,0.0059692042232390614,0.04280322092011087,0.5294117647058824,0.0021361664228127172,0.665158371040724,0.04240674237501462,0.03313412971124017,0.01397820374016101,-0.0038330378004263433,0.5927601809954751,0.5833333333333334,0.5918367346938775,0.7435897435897436,0.6590909090909091,0.1762721992111784,0.5811965811965812,0.5858316767611697,0.04312142163483623,0.016573647916195977,0.5294117647058824,0.06334841628959276
validation,volatility_regime,low_volatility,random_forest_technical,221,2018-09-18,2022-02-23,0.0059692042232390614,0.04280322092011087,0.5294117647058824,0.004553625329580229,0.746606334841629,0.04242068272389245,0.033184840072051566,0.01332982820622508,-0.0014155788936588325,0.5746606334841629,0.5603632478632479,0.5696969696969697,0.8034188034188035,0.6666666666666666,0.1385403274083843,0.5720742932281393,0.5904186334282528,0.04312142163483623,0.016250366624686707,0.5294117647058824,0.04524886877828049
validation,volatility_regime,low_volatility,mlp_price_history,221,2018-09-18,2022-02-23,0.0059692042232390614,0.04280322092011087,0.5294117647058824,-0.002797116951982152,0.4298642533936652,0.053280143755898415,0.04000641759330063,-0.5564940591112113,-0.008766321175221215,0.4751131221719457,0.4791666666666667,0.5052631578947369,0.41025641025641024,0.4528301886792453,-0.04200986477618023,0.48578238001314933,0.49898073907976925,0.04312142163483623,-0.23558411888849506,0.5294117647058824,-0.05429864253393668
validation,volatility_regime,low_volatility,elm_price_history,221,2018-09-18,2022-02-23,0.0059692042232390614,0.04280322092011087,0.5294117647058824,0.0030893066764767912,0.6018099547511312,0.04226772711734887,0.03296007655404094,0.02043224362398066,-0.0028798975467622685,0.5656108597285068,0.5598290598290598,0.5789473684210527,0.6581196581196581,0.616,0.12200696331040049,0.5811965811965811,0.6006367584537078,0.04312142163483623,0.01979745762365337,0.5294117647058824,0.03619909502262442
