trading_date,event_count,max_impact_score_0_1,mean_impact_score_0_1,signed_impact_score,bullish_events,bearish_events,neutral_events,Close,future_return_5d,future_return_20d,top_event_summary
2000-03-07,50,0.6369338102009876,0.5391526911288407,10.901735096794482,36,13,1,108.4000015258789,-0.0539667748318666,-0.0765682927576002,"BRAZILIAN -> MEXICO; event code 057; Goldstein 8.0; tone 6.92909498309977; Itamaraty, Minas Gerais, Brazil | MEXICO -> BRAZILIAN; event code 057; Goldstein 8.0; tone 6.92909498309977; Itamaraty, Minas Gerais, Brazil | BRAZILIAN -> MEXICO; event code 061; Goldstein 6.4; tone 6.92909498309977; Itamaraty, Minas Gerais, Brazil"
2000-03-08,50,0.5872821374784734,0.5294520462950372,-22.56520837168165,4,46,0,107.4000015258789,-0.0409683562697035,-0.0521415120536263,"SAO PAULO -> unknown target; event code 070; Goldstein 7.0; tone 7.11159737417943; Sao Paulo, SãPaulo, Brazil | BRAZIL -> unknown target; event code 043; Goldstein 2.8; tone 4.32807368344712; Sao Paulo, SãPaulo, Brazil | BANK -> GOVERNMENT; event code 050; Goldstein 3.5; tone 7.11159737417943; Sao Paulo, SãPaulo, Brazil"
2000-03-09,50,0.4706446956676361,0.4038605816948936,15.69849194349734,45,5,0,107.1999969482422,-0.0079290904693914,-0.059235062079218,"COLOMBIAN -> GUERRILLA LEADER; event code 010; Goldstein 0.0; tone 5.40788267644363; Los Pozos, Tolima, Colombia | BRAZIL -> unknown target; event code 051; Goldstein 3.4; tone 4.69135802469136; Sao Paulo, SãPaulo, Brazil | EUROPEAN -> TUPI; event code 061; Goldstein 6.4; tone 2.54041570438799; Itamaraty, Minas Gerais, Brazil"
2000-03-10,50,0.41723992352418,0.33559235544559357,-11.003164348317963,7,42,1,106.0999984741211,0.0,-0.0612629603532502,"PORT MORESBY -> AUSTRALIA; event code 164; Goldstein -7.0; tone 7.16068847720405; Port Moresby, National Capital, Papua New Guinea | GOVERNMENT -> MAGAZINE; event code 172; Goldstein -5.0; tone 11.1692844677138; Jakarta, Jakarta Raya, Indonesia | VIETNAM -> unknown target; event code 180; Goldstein -9.0; tone 6.11806687368114; Buon Ma Thuot, Ðc L?k, Vietnam, Republic Of"
2000-03-13,50,0.5565386346125542,0.5287135083371023,-26.435675416855116,0,50,0,106.0,-0.0273585049611218,-0.0882075327747272,"COLOMBIA -> CUBAN; event code 026; Goldstein 4.0; tone 8.77762928332097; Fidel Castro, Antioquia, Colombia | COLOMBIAN -> unknown target; event code 071; Goldstein 7.4; tone 8.92857142857143; Filandia, Tolima, Colombia | POLISH -> BRAZILIAN; event code 032; Goldstein 4.5; tone 5.54050453011192; Sao Paulo, SãPaulo, Brazil"
2000-03-14,50,0.5080115344377828,0.4261466389670283,0.3111310039194213,22,27,1,102.5500030517578,0.0117015788642791,-0.0585080431150426,"SAO PAULO -> PETROBRAS; event code 172; Goldstein -5.0; tone 4.96224379719525; Sao Paulo, SãPaulo, Brazil | MILITARY FORCE -> POLICE FORCE; event code 182; Goldstein -9.5; tone 3.03030303030303; Medellin, Antioquia, Colombia | BRAZIL -> unknown target; event code 190; Goldstein -10.0; tone 4.96224379719525; Sao Paulo, SãPaulo, Brazil"
2000-03-15,50,0.5865618577520904,0.46469845423475165,-0.5244313455492167,21,29,0,103.0,0.0271844956481339,-0.0854369228325999,"VIETNAMESE -> KHMER ROUGE; event code 174; Goldstein -5.0; tone 7.71750119717727; Vietnam, Republic Of | PORT MORESBY -> MICHAEL SOMARE; event code 173; Goldstein -5.0; tone 8.09266777948669; Bougainville, Bougainville, Papua New Guinea | PRISON -> unknown target; event code 173; Goldstein -5.0; tone 9.20566556366756; Brazil"
2000-03-16,50,0.592634834222739,0.5109681014960817,5.719136191066331,32,18,0,106.3499984741211,-0.0399623889137542,-0.1095439745465889,"MAYOR -> unknown target; event code 071; Goldstein 7.4; tone 3.08985132514545; Sao Paulo, SãPaulo, Brazil | MAYOR -> unknown target; event code 0831; Goldstein 5.0; tone 3.08985132514545; Sao Paulo, SãPaulo, Brazil | THE US -> COLOMBIAN; event code 060; Goldstein 6.0; tone 14.3646408839779; Columbia, Departamento de Risaralda, Colombia"
2000-03-17,50,0.5264689221681719,0.46675384046730023,15.220746332742085,42,8,0,106.0999984741211,-0.0278039301665184,-0.1267671738140767,"VIETNAM -> unknown target; event code 017; Goldstein 0.0; tone 6.81818181818182; Lam Dong, H?i PhòVM, Vietnam, Republic Of | BANGALORE -> BRAZIL; event code 050; Goldstein 3.5; tone 10.1010101010101; Bangalore, Karnataka, India | GOVERNMENT -> unknown target; event code 010; Goldstein 0.0; tone 4.93827160493827; Narino, NariñO, Colombia"
2000-03-20,50,0.5060259807030607,0.4181517162601836,7.879664375601767,32,18,0,103.0999984741211,0.0004849956595329,-0.0999029638681194,"FARC -> unknown target; event code 120; Goldstein -4.0; tone 6.45105499827049; Los Pozos, Tolima, Colombia | COLOMBIA -> PARAMILITARY; event code 202; Goldstein -10.0; tone 4.28265524625268; Yondo, Antioquia, Colombia | COLOMBIA -> GUERRILLA; event code 190; Goldstein -10.0; tone 4.28265524625268; Uraba, Antioquia, Colombia"
2000-03-21,50,0.5535284123506451,0.44843087146718125,10.26081066669808,33,17,0,103.75,0.0072289156626506,-0.0934939464890814,"Unknown actor -> AUTHORITIES; event code 190; Goldstein -10.0; tone 4.59876211949094; Kanungu, Kanungu, Uganda | Unknown actor -> AUTHORITIES; event code 180; Goldstein -9.0; tone 4.58697840281883; Kanungu, Kanungu, Uganda | REPATRIATE -> UGANDAN; event code 181; Goldstein -9.0; tone 6.37181738366988; Uganda"
