yahoo_date_min,yahoo_date_max,cot_report_rows,first_cot_report_date,first_cot_effective_date,release_safe_missing_rows,release_safe_available_rows
2000-01-03,2026-09-09,1389,2000-01-04,2000-01-10,5,6685
