weather_brazil_minas_gerais_temperature_2m_mean,weather_brazil_minas_gerais_temperature_2m_max,weather_brazil_minas_gerais_temperature_2m_min,weather_brazil_minas_gerais_precipitation_sum,weather_brazil_minas_gerais_rain_sum,weather_brazil_minas_gerais_relative_humidity_2m_mean,weather_brazil_minas_gerais_wind_speed_10m_mean,weather_brazil_minas_gerais_shortwave_radiation_sum,weather_brazil_minas_gerais_et0_fao_evapotranspiration,weather_brazil_minas_gerais_soil_moisture_0_to_100cm_mean,weather_brazil_minas_gerais_soil_temperature_0_to_100cm_mean,weather_brazil_minas_gerais_vapour_pressure_deficit_max,Date
20.0,24.5,17.3,0.5,0.5,79,11.6,13.46,2.88,0.404,19.5,1.21,2000-09-17
19.4,23.5,15.7,0.0,0.0,75,12.7,13.65,3.03,0.402,19.4,1.22,2000-09-18
19.8,24.8,15.8,0.0,0.0,76,7.8,13.24,2.76,0.4,19.4,1.49,2000-09-19
20.2,25.0,15.1,0.0,0.0,72,9.9,19.33,3.92,0.397,19.5,1.61,2000-09-20
19.8,25.5,14.1,0.0,0.0,67,8.8,25.43,4.94,0.394,19.7,1.87,2000-09-21
20.0,26.5,12.6,0.0,0.0,69,6.1,22.58,4.43,0.391,19.7,1.98,2000-09-22
20.8,25.8,16.4,0.0,0.0,71,11.0,20.07,4.21,0.388,20.0,1.76,2000-09-23
21.1,27.0,14.4,0.0,0.0,64,9.3,25.3,5.17,0.385,20.1,2.26,2000-09-24
19.3,25.5,15.1,7.3,7.3,73,8.2,17.73,3.61,0.385,20.1,1.54,2000-09-25
14.3,16.1,13.0,5.7,5.7,83,14.4,7.25,1.64,0.392,19.5,0.41,2000-09-26
14.5,17.0,12.8,0.3,0.3,79,15.9,7.54,1.86,0.395,18.9,0.6,2000-09-27
16.9,20.4,13.5,0.0,0.0,73,11.5,12.49,2.67,0.393,18.8,0.96,2000-09-28
18.3,23.5,13.0,0.0,0.0,74,8.1,21.79,4.06,0.391,19.0,1.41,2000-09-29
19.6,24.9,14.9,0.6,0.6,72,6.5,23.33,4.43,0.388,19.3,1.55,2000-09-30
19.3,24.2,15.7,4.1,4.1,79,6.9,20.59,3.89,0.388,19.5,1.28,2000-10-01
19.5,25.6,13.7,0.0,0.0,79,5.5,22.12,4.15,0.392,19.6,1.63,2000-10-02
21.2,27.0,14.7,0.1,0.1,71,6.5,21.86,4.43,0.389,19.8,1.87,2000-10-03
22.9,28.7,16.0,0.2,0.2,68,5.8,21.28,4.59,0.386,20.2,2.16,2000-10-04
21.2,26.7,17.6,18.9,18.9,81,5.0,20.01,3.93,0.39,20.4,1.48,2000-10-05
20.1,24.8,15.8,3.1,3.1,85,6.8,17.13,3.23,0.397,20.4,1.04,2000-10-06
20.8,26.1,16.7,0.3,0.3,76,7.2,20.07,4.0,0.397,20.4,1.74,2000-10-07
20.9,26.1,17.6,0.0,0.0,71,9.0,19.17,3.93,0.394,20.6,1.9,2000-10-08
20.7,26.2,16.9,0.2,0.2,71,10.0,17.02,3.68,0.391,20.5,1.78,2000-10-09
22.0,28.5,14.8,0.0,0.0,69,6.5,27.47,5.45,0.388,20.7,2.24,2000-10-10
22.7,28.4,17.2,0.0,0.0,65,7.5,22.04,4.73,0.384,21.0,2.38,2000-10-11
22.8,29.6,16.1,0.0,0.0,59,7.8,27.64,5.87,0.38,21.2,2.83,2000-10-12
23.2,30.6,15.2,0.0,0.0,58,6.1,28.17,6.04,0.376,21.4,2.97,2000-10-13
23.7,30.1,16.8,0.0,0.0,57,7.2,28.71,6.09,0.372,21.7,2.95,2000-10-14
23.4,28.6,18.5,0.0,0.0,64,11.6,24.39,5.55,0.369,21.9,2.36,2000-10-15
23.0,28.2,18.6,0.0,0.0,63,13.4,27.34,6.11,0.365,22.1,2.32,2000-10-16
22.7,28.2,17.4,0.5,0.5,66,9.7,24.56,5.24,0.362,22.2,2.07,2000-10-17
23.7,29.8,17.0,0.2,0.2,61,6.1,27.01,5.74,0.36,22.4,2.53,2000-10-18
24.5,29.7,18.7,0.0,0.0,58,8.1,24.9,5.73,0.357,22.7,2.58,2000-10-19
24.0,30.7,18.5,0.5,0.5,63,7.2,25.53,5.59,0.354,22.9,2.91,2000-10-20
22.7,30.4,17.6,5.3,5.3,74,6.6,25.23,5.27,0.355,22.9,2.7,2000-10-21
23.4,29.7,17.9,0.6,0.6,70,8.5,26.95,5.62,0.357,23.0,2.38,2000-10-22
23.9,29.8,18.2,1.2,1.2,67,7.9,25.38,5.49,0.354,23.1,2.29,2000-10-23
23.7,28.7,18.9,0.0,0.0,67,6.8,23.38,4.98,0.353,23.1,2.18,2000-10-24
23.7,29.7,18.7,0.0,0.0,60,7.8,25.77,5.75,0.35,23.2,2.65,2000-10-25
23.8,29.2,18.8,0.0,0.0,61,9.9,27.43,5.98,0.347,23.3,2.37,2000-10-26
23.8,29.5,18.5,0.6,0.6,53,10.3,24.79,5.92,0.344,23.4,2.6,2000-10-27
21.7,27.8,18.1,11.9,11.9,80,6.7,16.6,3.54,0.346,23.3,1.79,2000-10-28
18.4,21.1,16.6,3.7,3.7,79,14.0,7.45,2.11,0.36,22.6,0.82,2000-10-29
17.8,20.7,16.2,3.9,3.9,78,12.6,9.57,2.36,0.36,22.1,0.78,2000-10-30
20.0,25.1,16.0,0.1,0.1,72,6.7,14.45,3.07,0.36,21.9,1.68,2000-10-31
20.7,25.9,16.5,0.0,0.0,66,9.6,20.88,4.45,0.357,21.9,1.96,2000-11-01
20.4,26.3,16.1,0.0,0.0,68,9.3,18.62,3.95,0.354,21.9,1.98,2000-11-02
21.6,27.2,16.1,2.2,2.2,70,7.9,22.95,4.68,0.352,22.0,1.77,2000-11-03
21.1,25.8,17.3,12.0,12.0,82,6.3,17.75,3.56,0.357,22.1,1.29,2000-11-04
20.2,26.1,17.5,8.4,8.4,86,8.3,17.43,3.39,0.366,22.0,1.36,2000-11-05
19.8,22.8,17.1,0.7,0.7,82,11.2,13.71,2.84,0.368,21.8,0.96,2000-11-06
18.6,20.5,17.0,8.6,8.6,86,12.9,6.94,1.66,0.37,21.4,0.58,2000-11-07
19.5,23.3,16.6,0.3,0.3,73,14.3,17.48,3.75,0.373,21.2,1.35,2000-11-08
19.9,24.9,15.3,0.0,0.0,70,11.6,23.04,4.68,0.37,21.2,1.48,2000-11-09
20.9,25.8,15.9,0.8,0.8,72,7.7,24.53,4.82,0.367,21.4,1.48,2000-11-10
22.1,27.1,17.7,0.2,0.2,71,6.8,25.33,5.17,0.364,21.7,1.67,2000-11-11
22.3,26.9,18.5,1.8,1.8,77,8.9,22.76,4.6,0.361,21.9,1.38,2000-11-12
21.5,26.0,18.9,11.8,11.8,85,8.7,14.66,2.92,0.363,21.9,1.0,2000-11-13
20.8,24.4,19.1,20.8,20.8,92,7.8,12.32,2.31,0.38,21.8,0.76,2000-11-14
21.2,25.7,17.8,1.7,1.7,74,10.5,20.55,4.38,0.389,21.8,1.56,2000-11-15
19.9,23.3,17.0,0.2,0.2,74,12.0,13.94,3.2,0.386,21.6,1.05,2000-11-16
19.8,24.8,17.0,14.1,14.1,81,10.4,17.43,3.45,0.387,21.5,1.18,2000-11-17
18.9,21.7,17.3,13.8,13.8,94,7.6,8.18,1.58,0.403,21.3,0.39,2000-11-18
18.3,20.9,16.8,15.3,15.3,93,8.6,5.99,1.25,0.418,20.9,0.47,2000-11-19
20.4,24.6,16.1,0.3,0.3,79,5.3,19.76,3.82,0.422,21.0,1.23,2000-11-20
21.3,27.4,16.0,15.2,15.2,80,7.0,25.81,5.01,0.422,21.3,1.68,2000-11-21
21.3,26.2,18.2,9.9,9.9,85,6.1,18.59,3.64,0.436,21.5,1.2,2000-11-22
21.3,26.5,17.6,15.4,15.4,84,6.0,22.4,4.36,0.441,21.6,1.37,2000-11-23
21.8,26.7,17.9,0.0,0.0,76,7.0,20.58,4.14,0.448,21.6,1.69,2000-11-24
22.2,27.4,16.7,0.1,0.1,69,7.5,27.01,5.4,0.444,21.7,1.99,2000-11-25
20.8,24.0,17.9,4.7,4.7,82,5.3,15.05,3.03,0.442,21.7,0.77,2000-11-26
20.1,24.3,17.6,8.2,8.2,85,6.9,15.07,2.91,0.446,21.6,0.97,2000-11-27
20.2,24.3,16.9,8.3,8.3,85,7.2,15.3,2.97,0.453,21.5,1.0,2000-11-28
21.2,26.4,17.5,26.4,26.4,85,7.6,21.07,4.01,0.463,21.6,1.28,2000-11-29
20.7,24.9,18.5,11.4,11.4,88,6.9,14.82,2.87,0.473,21.6,0.97,2000-11-30
20.7,25.0,17.6,5.2,5.2,84,5.5,18.32,3.61,0.478,21.6,1.1,2000-12-01
20.7,25.5,16.2,0.0,0.0,75,6.2,18.07,3.6,0.476,21.5,1.58,2000-12-02
22.2,26.6,18.8,3.1,3.1,78,8.2,22.0,4.41,0.473,21.7,1.31,2000-12-03
21.4,25.8,18.8,10.0,10.0,87,7.4,15.32,3.01,0.472,21.8,1.06,2000-12-04
21.9,26.3,19.2,1.0,1.0,85,7.4,18.7,3.64,0.475,21.9,1.19,2000-12-05
21.3,25.2,17.8,3.2,3.2,83,6.5,22.85,4.49,0.474,22.0,1.04,2000-12-06
21.3,26.5,16.6,0.0,0.0,70,10.4,22.6,4.69,0.472,22.0,1.75,2000-12-07
21.3,26.9,16.0,0.0,0.0,71,7.8,21.74,4.4,0.467,22.0,1.94,2000-12-08
22.7,27.7,17.4,0.1,0.1,70,6.5,25.01,5.08,0.462,22.1,1.97,2000-12-09
22.1,26.8,18.2,11.0,11.0,80,5.5,20.97,4.18,0.461,22.2,1.37,2000-12-10
21.8,26.5,17.1,0.4,0.4,77,8.4,25.58,4.98,0.464,22.2,1.43,2000-12-11
22.7,27.2,18.3,0.0,0.0,72,9.0,24.73,5.06,0.459,22.4,1.52,2000-12-12
22.6,27.3,19.1,1.1,1.1,75,8.0,25.59,5.13,0.455,22.5,1.51,2000-12-13
22.6,27.2,19.5,1.6,1.6,76,7.6,22.02,4.5,0.453,22.6,1.55,2000-12-14
22.3,25.1,19.9,1.2,1.2,74,11.9,14.77,3.38,0.452,22.5,1.27,2000-12-15
22.8,27.1,20.2,1.9,1.9,76,11.3,19.5,4.19,0.449,22.5,1.42,2000-12-16
19.9,23.2,17.3,41.7,41.7,91,9.6,8.66,1.81,0.462,22.3,0.53,2000-12-17
17.2,18.7,16.4,24.6,24.6,92,10.8,3.73,0.95,0.495,21.6,0.35,2000-12-18
18.4,20.6,16.7,7.1,7.1,90,8.9,6.47,1.37,0.499,21.2,0.5,2000-12-19
21.1,25.6,16.6,0.5,0.5,75,6.9,22.99,4.46,0.495,21.3,1.55,2000-12-20
22.0,27.2,16.8,0.5,0.5,75,6.6,25.66,5.08,0.489,21.7,1.57,2000-12-21
22.2,27.4,16.3,0.8,0.8,79,6.9,25.91,5.03,0.484,21.9,1.5,2000-12-22
22.8,28.1,18.4,3.8,3.8,80,5.1,24.78,4.97,0.481,22.2,1.67,2000-12-23
22.9,27.5,18.9,5.7,5.7,83,7.8,24.67,4.85,0.48,22.4,1.32,2000-12-24
22.3,27.0,18.8,4.1,4.1,83,6.6,18.64,3.74,0.484,22.4,1.26,2000-12-25
22.4,26.5,18.6,1.4,1.4,82,5.1,17.7,3.57,0.484,22.5,1.19,2000-12-26
22.2,26.7,18.7,4.8,4.8,84,6.7,19.49,3.86,0.483,22.5,1.26,2000-12-27
22.2,26.6,19.3,3.3,3.3,83,6.2,17.16,3.53,0.485,22.5,1.25,2000-12-28
21.7,25.5,17.9,3.2,3.2,85,7.9,17.37,3.39,0.487,22.5,1.03,2000-12-29
22.5,27.7,19.6,12.7,12.7,85,6.2,20.21,4.03,0.495,22.6,1.45,2000-12-30
22.1,26.9,19.2,10.8,10.8,86,6.6,19.94,3.86,0.5,22.6,1.25,2000-12-31
21.4,25.2,18.3,7.7,7.7,84,7.1,16.73,3.35,0.501,22.6,0.92,2001-01-01
20.9,25.0,17.5,1.4,1.4,78,8.2,17.28,3.54,0.495,22.4,1.0,2001-01-02
20.8,24.6,18.8,4.1,4.1,88,8.2,12.05,2.41,0.491,22.3,0.89,2001-01-03
21.3,25.7,17.9,5.9,5.9,84,6.4,20.55,3.96,0.494,22.3,1.18,2001-01-04
22.3,27.6,17.6,0.5,0.5,79,5.3,25.97,5.17,0.491,22.5,1.58,2001-01-05
23.5,28.9,16.8,0.0,0.0,67,6.4,31.2,6.25,0.486,22.7,2.27,2001-01-06
23.5,29.2,17.1,0.0,0.0,66,5.4,30.45,6.12,0.479,22.8,2.41,2001-01-07
22.7,27.9,17.5,2.0,2.0,73,6.3,22.86,4.63,0.474,22.9,1.66,2001-01-08
21.6,26.5,17.6,19.3,19.3,84,6.9,23.82,4.55,0.477,22.9,1.23,2001-01-09
21.1,25.7,18.0,12.4,12.4,84,7.4,22.85,4.33,0.488,22.8,1.18,2001-01-10
22.3,27.7,16.9,0.3,0.3,77,6.5,26.39,5.21,0.491,22.8,1.84,2001-01-11
22.6,27.5,17.8,1.8,1.8,74,7.2,24.6,5.11,0.486,22.9,1.8,2001-01-12
21.9,27.0,17.9,4.0,4.0,76,8.7,26.52,5.22,0.482,22.9,1.63,2001-01-13
21.7,26.0,18.2,1.0,1.0,74,9.8,25.03,5.0,0.479,22.9,1.56,2001-01-14
22.2,26.5,17.6,0.1,0.1,69,9.6,26.87,5.43,0.474,22.9,1.69,2001-01-15
22.4,26.3,18.2,0.4,0.4,71,10.0,22.6,4.75,0.47,22.9,1.62,2001-01-16
22.8,27.7,18.3,0.2,0.2,68,8.6,27.27,5.63,0.465,23.0,2.0,2001-01-17
22.4,27.4,17.6,3.3,3.3,74,7.5,26.5,5.27,0.461,23.1,1.63,2001-01-18
22.5,27.7,17.7,2.0,2.0,79,6.3,26.61,5.17,0.459,23.1,1.58,2001-01-19
22.3,28.2,17.6,15.7,15.7,83,5.0,27.82,5.42,0.461,23.3,1.48,2001-01-20
21.8,26.6,18.5,10.4,10.4,83,7.1,22.62,4.47,0.468,23.3,1.39,2001-01-21
21.6,25.5,18.7,4.8,4.8,81,8.8,18.96,3.81,0.473,23.1,1.16,2001-01-22
21.9,26.4,18.2,8.5,8.5,82,8.2,19.97,3.88,0.478,23.1,1.27,2001-01-23
21.9,27.0,18.8,8.5,8.5,84,7.1,20.2,4.02,0.481,23.1,1.32,2001-01-24
21.9,26.7,19.0,7.7,7.7,84,6.8,20.41,3.97,0.484,23.1,1.31,2001-01-25
22.6,26.5,19.6,1.2,1.2,81,4.4,18.75,3.74,0.486,23.1,1.27,2001-01-26
22.4,26.6,18.9,0.9,0.9,84,5.1,18.15,3.61,0.485,23.1,1.22,2001-01-27
22.3,26.5,19.0,8.6,8.6,87,4.7,19.09,3.8,0.485,23.1,1.08,2001-01-28
22.4,27.3,18.5,4.7,4.7,84,6.0,19.66,3.92,0.489,23.2,1.46,2001-01-29
22.1,26.9,18.0,5.9,5.9,85,4.6,19.42,3.84,0.489,23.1,1.23,2001-01-30
22.5,27.8,18.5,6.3,6.3,85,5.4,21.69,4.29,0.49,23.2,1.5,2001-01-31
22.9,27.6,18.4,2.9,2.9,82,5.4,22.45,4.46,0.49,23.3,1.46,2001-02-01
23.6,29.2,19.1,2.6,2.6,80,6.2,25.77,5.17,0.489,23.5,1.78,2001-02-02
23.6,29.4,18.8,3.6,3.6,81,4.6,24.13,4.92,0.486,23.6,1.96,2001-02-03
23.8,29.6,18.9,3.5,3.5,80,5.2,23.45,4.89,0.484,23.7,1.89,2001-02-04
23.2,27.9,19.2,5.8,5.8,85,4.6,22.09,4.43,0.484,23.8,1.27,2001-02-05
23.2,28.9,19.9,4.8,4.8,84,6.6,21.51,4.3,0.486,23.8,1.65,2001-02-06
22.9,27.9,19.1,1.2,1.2,84,5.3,20.77,4.17,0.488,23.7,1.46,2001-02-07
22.3,26.6,19.2,12.0,12.0,86,6.6,18.6,3.65,0.489,23.7,1.11,2001-02-08
21.8,25.5,19.5,13.5,13.5,88,7.2,15.79,3.07,0.496,23.5,0.81,2001-02-09
23.3,28.5,19.5,0.0,0.0,74,9.2,23.94,5.02,0.495,23.5,2.13,2001-02-10
23.7,28.2,18.2,0.0,0.0,69,6.7,24.88,5.17,0.488,23.6,2.09,2001-02-11
23.5,29.2,18.6,1.3,1.3,71,6.1,25.56,5.24,0.482,23.7,2.16,2001-02-12
22.0,25.3,19.1,4.6,4.6,83,4.8,16.11,3.19,0.483,23.6,1.06,2001-02-13
22.4,27.0,18.9,4.4,4.4,82,6.8,21.81,4.3,0.484,23.5,1.36,2001-02-14
22.4,27.2,17.9,10.5,10.5,81,8.2,22.07,4.32,0.487,23.5,1.51,2001-02-15
22.5,27.8,18.0,12.3,12.3,82,6.3,25.6,4.96,0.492,23.6,1.49,2001-02-16
23.1,28.4,19.1,1.3,1.3,77,6.6,22.28,4.65,0.492,23.6,1.68,2001-02-17
23.4,28.1,18.4,0.0,0.0,70,7.1,25.42,5.24,0.486,23.6,1.93,2001-02-18
23.4,28.3,18.9,0.0,0.0,69,6.4,25.78,5.29,0.48,23.7,2.04,2001-02-19
23.5,28.4,18.7,0.0,0.0,65,7.6,24.75,5.33,0.474,23.7,2.16,2001-02-20
23.3,28.4,18.1,0.2,0.2,68,7.6,24.92,5.19,0.469,23.7,2.17,2001-02-21
22.8,27.4,18.2,0.3,0.3,70,6.1,23.75,4.89,0.464,23.7,1.78,2001-02-22
22.5,27.9,17.8,3.9,3.9,75,5.5,25.59,5.16,0.46,23.8,1.62,2001-02-23
22.4,27.3,17.6,2.2,2.2,77,5.7,23.03,4.65,0.459,23.7,1.61,2001-02-24
22.8,27.3,18.9,0.3,0.3,73,7.2,23.25,4.78,0.456,23.7,1.64,2001-02-25
23.1,27.6,18.3,0.2,0.2,66,8.6,23.48,5.04,0.451,23.7,2.01,2001-02-26
22.7,27.0,18.6,0.1,0.1,68,10.6,24.44,5.26,0.447,23.7,1.81,2001-02-27
21.7,27.0,17.3,1.2,1.2,72,8.5,24.84,5.02,0.443,23.7,1.84,2001-02-28
21.6,26.6,17.2,0.5,0.5,70,9.5,23.31,4.81,0.44,23.5,1.67,2001-03-01
21.9,26.6,16.4,0.0,0.0,68,7.5,25.32,5.14,0.436,23.5,1.77,2001-03-02
21.5,26.1,17.5,2.3,2.3,77,7.0,23.59,4.61,0.433,23.5,1.28,2001-03-03
21.6,26.5,16.0,0.0,0.0,72,4.9,21.71,4.25,0.431,23.4,1.73,2001-03-04
21.5,26.8,17.7,14.1,14.1,78,8.2,22.8,4.54,0.43,23.4,1.46,2001-03-05
21.2,25.3,17.7,6.2,6.2,83,8.3,15.04,2.96,0.44,23.2,1.13,2001-03-06
21.6,26.6,18.0,11.0,11.0,85,6.0,17.2,3.36,0.446,23.2,1.34,2001-03-07
21.4,26.0,18.6,9.0,9.0,89,3.6,13.6,2.76,0.451,23.1,1.03,2001-03-08
20.5,23.7,18.6,21.9,21.9,92,4.3,8.88,1.77,0.464,22.9,0.67,2001-03-09
19.8,23.1,18.0,27.6,27.6,94,7.3,9.24,1.75,0.481,22.7,0.58,2001-03-10
21.2,25.8,18.7,10.1,10.1,87,3.6,17.13,3.33,0.495,22.7,1.21,2001-03-11
20.1,23.6,18.2,10.3,10.3,91,8.2,9.32,1.86,0.498,22.5,0.74,2001-03-12
22.2,26.9,18.3,0.0,0.0,77,9.8,23.26,4.57,0.498,22.6,1.39,2001-03-13
22.3,26.3,18.5,0.7,0.7,78,8.8,19.62,3.95,0.493,22.7,1.31,2001-03-14
22.7,27.6,19.6,0.1,0.1,74,7.7,22.6,4.56,0.487,22.8,1.87,2001-03-15
22.2,26.7,17.4,0.2,0.2,75,6.4,21.6,4.3,0.482,22.9,1.6,2001-03-16
23.0,27.0,18.6,0.3,0.3,72,4.3,21.59,4.33,0.477,23.0,1.65,2001-03-17
23.0,27.5,18.5,0.0,0.0,73,6.0,22.51,4.61,0.472,23.1,1.84,2001-03-18
22.7,27.1,17.7,1.1,1.1,74,5.5,18.88,3.86,0.468,23.1,1.67,2001-03-19
22.3,26.9,17.6,4.4,4.4,82,4.9,21.41,4.18,0.466,23.0,1.3,2001-03-20
22.4,27.2,18.6,0.1,0.1,80,6.8,21.32,4.25,0.466,23.1,1.53,2001-03-21
22.8,27.6,18.2,0.0,0.0,73,6.5,22.11,4.4,0.462,23.2,1.88,2001-03-22
22.7,27.5,17.3,0.0,0.0,69,5.5,22.68,4.51,0.458,23.2,1.92,2001-03-23
22.3,27.4,17.4,2.2,2.2,74,4.4,21.47,4.29,0.454,23.1,1.69,2001-03-24
22.2,27.8,16.6,0.4,0.4,73,6.1,22.25,4.52,0.452,23.1,1.88,2001-03-25
22.6,28.2,16.9,0.7,0.7,72,6.1,23.34,4.72,0.448,23.2,1.95,2001-03-26
21.9,27.3,16.6,2.6,2.6,81,4.6,22.36,4.36,0.446,23.2,1.42,2001-03-27
21.8,26.8,17.8,8.0,8.0,82,6.4,20.56,3.95,0.447,23.2,1.29,2001-03-28
20.7,24.9,18.3,17.8,17.8,89,6.4,11.81,2.29,0.453,23.0,0.94,2001-03-29
20.0,22.3,18.3,13.5,13.5,91,5.1,9.02,1.79,0.467,22.7,0.55,2001-03-30
20.7,25.2,18.1,9.7,9.7,87,7.1,17.76,3.36,0.478,22.6,0.93,2001-03-31
21.1,26.2,17.3,1.4,1.4,82,7.3,20.34,3.86,0.48,22.6,1.3,2001-04-01
21.7,26.9,17.8,0.6,0.6,77,6.8,20.47,4.03,0.478,22.7,1.73,2001-04-02
21.5,26.5,17.8,2.3,2.3,79,5.4,17.83,3.55,0.475,22.7,1.4,2001-04-03
21.1,25.8,17.9,1.5,1.5,81,8.5,18.53,3.6,0.475,22.7,1.24,2001-04-04
21.8,26.2,18.4,0.6,0.6,80,9.5,19.34,3.78,0.473,22.7,1.31,2001-04-05
22.1,26.7,18.0,0.0,0.0,80,6.9,20.58,3.96,0.469,22.7,1.49,2001-04-06
22.5,27.2,18.2,0.1,0.1,77,7.1,19.81,4.0,0.466,22.8,1.58,2001-04-07
21.8,26.1,17.9,0.4,0.4,76,7.4,18.71,3.77,0.462,22.8,1.45,2001-04-08
21.2,25.4,17.6,0.0,0.0,78,7.2,16.89,3.32,0.459,22.7,1.37,2001-04-09
21.9,27.1,17.2,0.0,0.0,80,6.8,19.94,3.91,0.455,22.7,1.42,2001-04-10
22.4,27.5,18.2,0.4,0.4,81,5.5,18.18,3.64,0.452,22.8,1.51,2001-04-11
21.3,26.1,17.2,0.2,0.2,77,6.9,16.93,3.45,0.45,22.8,1.65,2001-04-12
19.0,23.8,14.9,0.0,0.0,70,8.5,18.47,3.65,0.447,22.5,1.58,2001-04-13
18.6,23.7,13.5,0.0,0.0,67,9.9,18.85,3.78,0.443,22.1,1.56,2001-04-14
19.1,23.9,14.9,0.3,0.3,73,7.8,20.14,3.74,0.439,21.9,1.47,2001-04-15
19.4,24.3,15.1,0.1,0.1,74,8.3,18.63,3.6,0.436,21.9,1.53,2001-04-16
19.1,23.9,14.2,0.0,0.0,74,7.0,16.53,3.15,0.433,21.8,1.48,2001-04-17
18.9,24.5,12.7,0.0,0.0,71,5.4,21.96,3.92,0.43,21.6,1.65,2001-04-18
19.5,25.5,13.6,0.0,0.0,73,6.7,20.83,3.97,0.427,21.6,1.76,2001-04-19
20.5,26.7,13.8,0.0,0.0,69,6.4,19.12,3.89,0.424,21.5,1.94,2001-04-20
21.7,27.4,15.7,0.0,0.0,64,4.8,19.89,3.98,0.42,21.7,2.17,2001-04-21
21.1,26.9,15.4,0.2,0.2,70,7.8,17.76,3.71,0.417,21.7,1.9,2001-04-22
21.8,27.3,16.9,0.0,0.0,71,7.5,18.97,3.9,0.415,21.8,1.84,2001-04-23
21.8,27.3,16.6,0.0,0.0,71,6.1,20.69,4.07,0.411,22.0,1.88,2001-04-24
21.4,26.6,16.5,0.0,0.0,66,8.9,19.5,4.17,0.409,22.0,1.91,2001-04-25
20.5,26.2,14.9,0.0,0.0,67,6.9,20.35,3.98,0.406,21.9,1.92,2001-04-26
20.7,26.9,15.4,0.0,0.0,64,6.9,20.4,4.14,0.403,21.9,2.1,2001-04-27
20.4,26.1,14.5,0.0,0.0,66,6.9,19.49,3.87,0.4,21.8,2.03,2001-04-28
21.0,26.3,15.3,0.0,0.0,68,7.2,17.62,3.7,0.398,21.8,1.93,2001-04-29
20.7,25.3,16.6,0.0,0.0,66,12.1,18.27,4.05,0.395,21.9,1.94,2001-04-30
20.5,24.8,16.8,0.0,0.0,71,9.1,14.5,3.16,0.393,21.9,1.48,2001-05-01
21.2,26.4,17.1,0.0,0.0,74,8.1,16.34,3.27,0.391,21.9,1.74,2001-05-02
21.3,26.9,15.1,0.0,0.0,68,6.2,18.4,3.69,0.389,21.9,2.03,2001-05-03
21.3,26.8,16.0,0.0,0.0,63,9.1,16.33,3.79,0.387,22.0,2.02,2001-05-04
18.9,22.1,13.5,0.0,0.0,67,12.1,13.76,3.04,0.385,21.8,1.16,2001-05-05
15.0,21.7,8.2,0.0,0.0,57,6.4,20.21,3.64,0.383,21.1,1.61,2001-05-06
15.4,22.2,8.4,0.0,0.0,65,7.3,20.01,3.61,0.381,20.8,1.6,2001-05-07
16.1,22.4,10.4,0.0,0.0,69,5.1,19.22,3.28,0.379,20.6,1.58,2001-05-08
17.4,24.6,10.4,0.0,0.0,66,5.6,19.41,3.61,0.377,20.5,1.86,2001-05-09
19.7,26.3,13.7,0.0,0.0,62,5.7,18.37,3.73,0.376,20.6,2.05,2001-05-10
20.6,26.2,15.2,0.3,0.3,67,8.5,16.76,3.62,0.374,20.8,1.78,2001-05-11
19.7,24.1,16.1,3.6,3.6,83,6.3,14.0,2.6,0.376,20.9,0.99,2001-05-12
18.4,22.4,16.8,23.6,23.6,89,8.1,7.25,1.48,0.394,20.7,0.92,2001-05-13
17.6,20.6,15.7,0.3,0.3,84,5.4,7.97,1.65,0.4,20.5,0.8,2001-05-14
16.9,19.5,14.7,0.0,0.0,77,10.4,6.49,1.69,0.399,20.2,0.7,2001-05-15
17.2,20.1,15.2,13.9,13.9,90,8.8,5.15,1.13,0.402,20.0,0.41,2001-05-16
17.6,21.8,15.0,6.6,6.6,89,12.8,9.8,1.85,0.417,20.0,0.69,2001-05-17
14.6,20.0,9.7,0.0,0.0,67,11.3,18.66,3.3,0.417,19.6,1.41,2001-05-18
14.1,21.2,7.6,0.0,0.0,75,7.9,18.33,3.1,0.414,19.1,1.11,2001-05-19
14.7,20.7,9.0,0.0,0.0,79,9.0,16.66,2.86,0.412,18.9,1.1,2001-05-20
15.4,20.9,10.8,0.0,0.0,77,10.8,17.4,2.97,0.41,18.8,1.16,2001-05-21
16.1,21.7,11.4,0.0,0.0,77,8.3,14.88,2.68,0.408,18.7,1.16,2001-05-22
17.7,21.7,14.3,0.6,0.6,79,3.8,10.86,2.03,0.406,18.9,0.99,2001-05-23
16.5,19.6,14.2,3.7,3.7,87,8.9,9.07,1.62,0.408,18.9,0.58,2001-05-24
15.8,17.9,13.9,11.6,11.6,93,8.1,4.58,0.88,0.415,18.7,0.33,2001-05-25
16.6,21.2,13.6,0.1,0.1,87,6.9,7.66,1.46,0.418,18.6,0.9,2001-05-26
16.9,21.0,13.7,2.7,2.7,90,7.4,5.81,1.16,0.418,18.5,0.63,2001-05-27
17.4,22.4,13.3,1.7,1.7,89,6.3,12.18,2.1,0.42,18.6,0.75,2001-05-28
17.8,23.4,13.0,0.0,0.0,87,5.4,14.19,2.5,0.42,18.7,1.01,2001-05-29
18.4,24.3,13.3,0.0,0.0,83,5.0,14.63,2.7,0.418,18.9,1.32,2001-05-30
18.4,23.5,14.4,0.0,0.0,81,7.5,13.95,2.56,0.416,18.9,1.23,2001-05-31
18.0,22.4,15.0,0.0,0.0,82,7.4,10.53,2.01,0.415,19.0,1.17,2001-06-01
