feature,is_cot_feature,is_weather_feature,train_mean,test_mean,train_std,standardized_mean_diff,abs_standardized_mean_diff,corr_with_target_train,corr_with_target_test,corr_with_abs_error_test,corr_with_signed_error_test,missing_rate_train,missing_rate_test
Pct_of_OI_Other_Rept_Spread_All,True,False,7.180919003115266,9.811627906976744,2.2377374366112472,1.1756110707274636,1.1756110707274636,-0.03944935962262999,0.10533697833526848,0.08849408365402592,0.0781823185419318,0.7740232312565998,0.6570289132602194
Pct_of_OI_M_Money_Spread_Other,True,False,1.8608255451713398,4.752906976744186,2.4879913494087456,1.1624161925885033,1.1624161925885033,-0.00532797928468873,-0.07538146890941955,-0.014558588460003012,-0.05697625931953154,0.7740232312565998,0.6570289132602194
NonComm_Positions_Long_All,True,False,38384.50022758307,61130.55993930197,20005.438668719762,1.136993798955498,1.136993798955498,0.014451641955431728,0.08223199358125882,0.012272096470289231,0.10506572307503882,0.22668074621612108,0.34297108673978066
Traders_Swap_Spread_All,True,False,12.623853211009175,17.546511627906977,4.330787962071682,1.1366657661399318,1.1366657661399318,0.009709339219647237,-0.02557065222520051,0.028957512250573775,0.0023722391052397244,0.7889827525519183,0.6570289132602194
Pct_of_OI_Comm_Long_Other,True,False,57.93557123350023,41.99210925644916,14.173393494006453,-1.1248867100030155,1.1248867100030155,-0.04244789931620467,-0.01817158877436391,-0.006998497023231626,-0.03372821638392129,0.22668074621612108,0.34297108673978066
NonComm_Postions_Spread_All,False,False,22693.63245334547,44381.758725341424,19578.082400984844,1.1077758192960188,1.1077758192960188,0.0024923368978032943,0.06873716580580479,-0.009432450513188147,0.06498518124854077,0.22668074621612108,0.34297108673978066
M_Money_Positions_Long_ALL,True,False,34486.24143302181,46780.5523255814,11237.179016425722,1.0940744892102034,1.0940744892102034,-0.037152477454651264,0.020680969488054743,-0.11583247544073998,0.0900820116875623,0.7740232312565998,0.6570289132602194
Traders_NonComm_Spread_All,True,False,69.90942193900774,100.94081942336874,29.947620826292894,1.0361890737282404,1.0361890737282404,-0.016916524704868242,-0.05763389130176971,0.05052685478527922,-0.0673486161647228,0.22668074621612108,0.34297108673978066
weather_colombia_huila_temperature_2m_mean_roll20,False,True,25.49841530360188,27.21702891326022,1.6971850992268116,1.0126259124248076,1.0126259124248076,0.029744843528954165,0.0592243408997596,-0.05447737005051509,0.05128170627703305,0.0015839493136219642,0.0
noncommercial_net,True,False,8505.489303595812,34784.80728376328,25967.02205824118,1.0120266359856684,1.0120266359856684,-0.0003746738548456595,0.020648103556010038,0.03731133350148284,0.04391507330692309,0.22668074621612108,0.34297108673978066
weather_colombia_huila_temperature_2m_max_roll20,False,True,29.9828178437804,32.27010468594217,2.2611970791094227,1.01153803146722,1.01153803146722,0.02791724058483544,0.0562652776299813,-0.058173019243606024,0.04966998555210993,0.0015839493136219642,0.0
Traders_M_Money_Spread_Old,True,False,29.24940428911835,44.723837209302324,15.312943470187502,1.0105459443712357,1.0105459443712357,0.08594965764573688,0.09479215761759181,0.009284545611429218,0.040101120948166896,0.7784230904611052,0.6570289132602194
Pct_of_OI_Swap_Long_All,True,False,22.737305295950158,15.579360465116277,7.1305870234344395,-1.003836683755423,1.003836683755423,-0.03596461037055373,0.07619228160063475,-0.048000412939914354,0.020477398250751663,0.7740232312565998,0.6570289132602194
weather_colombia_huila_temperature_2m_min_roll20,False,True,21.56766173710224,22.82622133599202,1.2644866926798985,0.9953126483462168,0.9953126483462168,0.02925681514027464,0.05029057788912699,-0.053655825949724456,0.04146040975623347,0.0015839493136219642,0.0
weather_colombia_huila_shortwave_radiation_sum_roll20,False,True,18.50489222597835,20.073647557328016,1.5812325745789697,0.992109166336505,0.992109166336505,0.019964272755378796,0.05524454537626662,-0.004065301526852956,0.05447405007443617,0.0015839493136219642,0.0
Pct_of_OI_NonComm_Spread_Old,True,False,8.369663177059627,14.266009104704096,5.974574440526359,0.9869064292928958,0.9869064292928958,-0.04026524029057521,-0.04623342372244072,-0.0012246812950078105,-0.012382372234437573,0.22668074621612108,0.34297108673978066
NonComm_Positions_Long_Old,True,False,35788.642467000456,55924.31714719272,20759.22872065716,0.9699625622485479,0.9699625622485479,-0.010947434467469031,0.025376328808063953,0.04113262533940268,0.060803192052224994,0.22668074621612108,0.34297108673978066
Pct_of_OI_M_Money_Long_All,True,False,19.342523364485984,24.867732558139537,5.765277459156609,0.9583596336509751,0.9583596336509751,-0.13151229181697677,-0.03910795229500977,-0.11886378286168053,0.038985608405323356,0.7740232312565998,0.6570289132602194
Traders_Prod_Merc_Long_All,True,False,94.56542056074767,79.11337209302326,16.414674742441708,-0.9413557508862277,0.9413557508862277,0.02580798548703633,0.06431207541310034,0.028306709847078965,-0.00791918896836167,0.7740232312565998,0.6570289132602194
