period_id,period_start,period_end,event_count,unique_event_ids,event_day_count,explicit_coffee_event_count,producer_country_event_count,severe_rule_event_count,max_rule_impact_score_0_1,mean_rule_impact_score_0_1,max_row_final_impact_score_0_1,mean_row_final_impact_score_0_1,mean_event_intensity_score_0_1,mean_price_response_score_0_1,bullish_event_count,bearish_event_count,neutral_event_count,signed_rule_score_mean,period_start_close,period_end_close,close_period_return,period_future_return_5d_mean,period_future_return_5d_abs_max,period_future_return_20d_mean,open_interest_last,commercial_net_last,noncommercial_net_last,open_interest_change_pct_mean,top_countries,top_event_roots,top_event_digest,event_volume_score_0_1,period_price_response_score_0_1,direction_concentration_score_0_1,deterministic_period_score_0_1
2025-12-29,2025-12-29,2026-01-04,50,50,1,0,50,0,0.680638757722917,0.5104257195953126,0.680638757722917,0.5104257195953126,0.522424338862184,0.37158527952995857,17,33,0,-0.06985034982122422,357.29998779296875,357.29998779296875,,0.0421215192407655,0.0421215192407655,0.0278477821073888,164520.0,-25809.0,24543.0,0.0184901531728665,BR:16; CH:8; IN:7; CO:6; PE:4; ES:3,4:18; 19:7; 5:5; 15:4; 2:4; 1:4,"2026-01-01 score=0.681 dir=bullish articles=135: PALESTINE -> JOURNALIST; event code 190; Goldstein -10.0; tone -9.39871986363216; Peru | 2026-01-01 score=0.679 dir=bullish articles=54: ISRAEL -> JOURNALIST; event code 190; Goldstein -10.0; tone -9.39871986363216; Peru | 2026-01-01 score=0.679 dir=bullish articles=54: JOURNALIST -> ISRAEL; event code 190; Goldstein -10.0; tone -9.39871986363216; Peru | 2026-01-01 score=0.673 dir=bullish articles=80: SECURITY FORCE -> unknown target; event code 154; Goldstein -7.2; tone 11.3161383840678; Connaught Place, Delh | 2026-01-01 score=0.669 dir=bullish articles=105: Unknown actor -> NARCO TERRORIST; event code 190; Goldstein -10.0; tone -6.39427107810583; Ecuador | 2026-01-01 score=0.668 dir=bullish articles=27: JOURNALIST -> GAZA; event code 190; Goldstein -10.0; tone -9.39871986363216; Peru | 2026-01-01 score=0.667 dir=bullish articles=90: UNIVERSITY -> unknown target; event code 141; Goldstein -6.5; tone 11.2328301658451; India | 2026-01-01 score=0.658 dir=bullish articles=30: AUTHORITIES -> EL SALVADOR; event code 173; Goldstein -5.0; tone -13.2406050286966; El Salvador",1.0,1.0,0.32,0.7289065823074063
