event_id,event_start,event_end,peak_date,peak_close,peak_drift_score,return_5d,return_20d,return_5d_z,return_20d_z,realized_vol_20d_z,trend_distance_z,trading_days_in_event
10,2002-03-11,2002-04-09,2002-03-12,55.400001525878906,3.9705646568429844,0.18376073566274953,0.28538291153637063,3.8854815091624975,3.9705646568429844,1.2984733127043582,3.8174273371647787,19
1,2000-05-19,2000-06-22,2000-05-22,103.3000030517578,3.882513267580648,0.1320548279644691,0.09602125253854421,3.882513267580648,,2.8756328099193,,21
21,2004-11-15,2005-01-06,2004-11-16,86.05000305175781,3.8370561845407245,0.07562503814697275,0.17957514258444784,1.4326875360566271,1.6072275451843945,3.8370561845407245,1.3618677655791378,26
19,2004-05-24,2004-07-12,2004-05-28,85.55000305175781,3.6177001190091014,0.18244650803079465,0.27401341932639767,3.6177001190091014,3.2827381284652546,1.6453039931466193,2.471112572250447,23
90,2016-11-29,2016-12-30,2016-12-07,137.89999389648438,3.58907462810952,-0.06508478714247878,-0.20906229384007036,-1.6485397433016222,-3.58907462810952,-0.6490415177576919,-2.7306340510901776,20
109,2019-11-06,2020-01-13,2019-12-12,135.89999389648438,3.5450707588797497,0.09640982043131574,0.2589161439406349,2.1425319921552357,2.9351439512898705,1.252154626115635,3.5450707588797497,34
8,2002-01-02,2002-01-17,2002-01-10,51.29999923706055,3.5395250793860624,0.07999998393811669,0.22142855326334643,1.896329733184571,3.5395250793860624,0.4106044854706578,3.3930860143401524,12
18,2004-01-05,2004-02-03,2004-01-27,78.6500015258789,3.5256230644021844,0.05287824282474318,0.23179331880103904,0.9979387293089601,2.6854702560524153,0.2924620570610687,3.5256230644021844,21
85,2016-03-14,2016-03-29,2016-03-18,133.85000610351562,3.5025055760887724,0.07596466609102759,0.15637154301093403,1.583986948666966,2.582505350707286,-0.6747385522924235,3.5025055760887724,9
13,2002-10-14,2002-11-08,2002-10-15,69.69999694824219,3.502499992047943,0.19656647121445814,0.1426229007908555,3.4726243491202924,1.151744449667693,2.1524757714919476,3.502499992047943,20
74,2013-12-13,2014-01-17,2014-01-06,121.0,3.4131506282414175,0.03996563460989799,0.1480075735130879,1.3567841052663974,2.9058100785512844,1.0897320008533058,3.4131506282414175,20
68,2012-09-11,2012-09-14,2012-09-13,178.5,3.3898027815745135,0.13046236161997893,0.10253246898903123,3.3898027815745135,1.6723040278701653,0.5119529085106974,1.9168700080956627,4
138,2025-01-10,2025-03-10,2025-02-10,429.0499877929687,3.3146812898092852,0.12641111753225664,0.32484168506029576,2.203467787406851,2.675349944132741,-1.0118569688276462,3.3146812898092852,26
123,2022-10-14,2022-11-28,2022-10-28,169.8000030517578,3.1788540386493955,-0.11052902838838263,-0.23358158107499705,-2.3789741902547803,-2.876522406854245,-0.6313704538518854,-3.1788540386493955,31
106,2019-06-25,2019-07-05,2019-06-25,106.4499969482422,3.163460523233493,0.12884404563397234,0.10827687210879344,3.163460523233493,1.3488590072850206,2.1094345307874196,2.293368906941606,8
105,2019-05-28,2019-06-14,2019-05-31,104.5999984741211,3.1541794659813087,0.11871656122054652,0.1590027531758571,3.1541794659813087,2.167199053055396,0.6629841698941001,2.5084085283707487,12
86,2016-06-08,2016-07-18,2016-06-08,139.64999389648438,3.1225178260814417,0.1456110922758045,0.10047275190934757,3.1225178260814417,1.5314377950303613,0.890099986653703,2.6535819579959328,17
6,2001-08-17,2001-09-20,2001-08-20,50.0,3.109850308501032,0.01317125726396462,-0.07321595379203172,0.4829325210699962,-0.5038993862833889,3.109850308501032,-0.45963616401182983,20
62,2011-05-10,2011-06-27,2011-06-20,243.6000061035156,3.083988186899903,-0.08917556558215267,-0.06000381307815161,-2.463998527591363,-1.423776322616268,-0.18104589421059905,-3.083988186899903,30
137,2024-11-15,2024-12-18,2024-11-27,326.1499938964844,3.062400945264392,0.10447005546489962,0.30669064872226603,1.8670532366672845,3.0229558512716292,-0.39986386145926145,3.062400945264392,15
94,2017-07-20,2017-07-21,2017-07-21,136.5500030517578,3.0473805120687496,0.03682616716704756,0.2036139861163171,1.0548170867489608,3.0473805120687496,0.12532102142023993,1.254787403652006,2
9,2002-02-20,2002-02-22,2002-02-21,49.0,3.0386946929554917,0.1290322183694368,0.048128342245989275,3.0386946929554917,1.02565823837136,-0.1311357075955655,1.9701604221445774,3
7,2001-11-05,2001-12-20,2001-12-20,49.599998474121094,3.0382866301888862,0.1234427352181997,0.07475616108717964,2.897542205901488,1.7220686272599686,0.6381900470944132,3.0382866301888862,18
32,2006-01-03,2006-01-18,2006-01-06,119.5500030517578,3.016787529767301,0.11833490500761612,0.2994565549104109,2.15726085055508,3.016787529767301,-0.6276762170913018,1.82687721726381,11
3,2000-10-16,2000-10-19,2000-10-17,88.69999694824219,3.004986586898814,0.09845197459123445,0.14896373645856542,1.746986381082829,2.2190067796070494,-0.09710715278148205,3.004986586898814,4
144,2025-09-15,2025-10-10,2025-09-23,350.1499938964844,2.9899557123152745,-0.17075193867025606,-0.10206441098767394,-2.9899557123152745,-1.0710210770589303,2.0593770205222874,-0.06993793756437908,17
67,2012-06-27,2012-07-23,2012-07-13,184.4499969482422,2.9769599561204108,0.04860718219688742,0.23626005845179954,1.2780122769720954,2.9769599561204108,1.5684863579940365,2.3512542740543294,17
76,2014-04-08,2014-04-10,2014-04-10,206.1000061035156,2.9384836978002737,0.18041236482732126,0.00512071707452133,2.9384836978002737,-0.18838375380957903,1.1414744579835596,1.646444371459184,3
20,2004-09-14,2004-10-15,2004-09-22,83.55000305175781,2.9302131832290836,0.1398362834004574,0.2030238549041794,2.9302131832290836,2.0876672010675765,0.3960171961507618,2.3954672864952578,16
122,2022-08-24,2022-08-26,2022-08-25,243.3999938964844,2.9293788192445867,0.13367488288861473,0.11446886766786868,2.9293788192445867,1.300988413841195,0.5411289711292143,0.8760338903809431,3
12,2002-09-03,2002-09-23,2002-09-16,61.349998474121094,2.9185008297629076,0.034569970715604414,0.30810227032229065,0.5726595266789746,2.9185008297629076,-0.00036310248708061523,2.9130973803018354,12
126,2023-01-27,2023-02-27,2023-02-22,199.5,2.903836385372556,0.08689728511605943,0.2480449945732741,1.8263372446384112,2.8827134713481635,0.5724346442754573,2.903836385372556,14
44,2008-09-25,2008-10-28,2008-10-07,114.1999969482422,2.9010583807573047,-0.12456880322080344,-0.16029414008645437,-2.9010583807573047,-1.9181594752129856,1.0866898701320182,-2.508661941852919,15
65,2011-09-22,2011-11-03,2011-10-25,236.5500030517578,2.894412351195166,0.021814268042150475,-0.0178534479667386,0.3775651901305398,-0.41288966341707506,2.894412351195166,-1.1095871266939017,25
70,2012-12-19,2013-01-02,2012-12-26,148.3000030517578,2.8822127077101376,0.11086144608058279,0.06080114316487584,2.8822127077101376,1.1251006635004754,2.2211329856803426,0.34274901182183687,6
143,2025-08-19,2025-09-04,2025-08-29,396.8500061035156,2.869630622606809,0.015871015752976447,0.3963757531946277,0.09944049656810673,2.869630622606809,-0.25869127322428503,1.58109540697205,11
118,2022-03-03,2022-03-29,2022-03-15,212.3000030517578,2.817062801509914,-0.09292886014272006,-0.14239547390605334,-1.8996070189572059,-2.290281164513664,-0.39901233243414463,-2.817062801509914,12
39,2007-08-16,2007-08-29,2007-08-17,115.5500030517578,2.8042918295428834,-0.04187392608837348,0.013596517997875424,-1.3997587466279744,0.006017995591206881,2.8042918295428834,0.019606344794070533,9
104,2018-12-24,2018-12-26,2018-12-26,103.9000015258789,2.8023088774652307,0.10121889990678956,-0.028971948356271926,2.8023088774652307,-0.21863051472119824,2.0076865482958675,-0.5306920414447192,2
93,2017-06-22,2017-06-29,2017-06-29,124.75,2.7822045402056528,0.09960337907204209,-0.023100994665159247,2.7822045402056528,-0.27316641132792385,1.853320510180579,-0.6624555586190417,2
60,2011-03-15,2011-03-16,2011-03-16,264.54998779296875,2.773284295905279,-0.10139268587760686,0.025188918068133725,-2.773284295905279,-0.5441733830058744,0.5783090444626375,-0.3887091533696534,2
101,2018-07-17,2018-08-01,2018-07-20,110.6500015258789,2.761560166109665,0.03362913004664314,-0.017317912741272035,1.161559223239063,-0.15273184811176868,2.761560166109665,-0.7242526800955345,11
83,2015-10-08,2015-10-15,2015-10-14,134.64999389648438,2.732514649643763,0.06822681980575052,0.1832160833532115,1.5326441470224597,2.732514649643763,-1.0274664805507083,2.48279944838951,6
142,2025-06-18,2025-07-11,2025-07-07,280.04998779296875,2.732407314277572,-0.08704160458689891,-0.21784667688663928,-1.7279655560297207,-2.2366051867123584,-0.8814896778684554,-2.732407314277572,16
49,2009-05-11,2009-06-19,2009-06-01,142.25,2.7321912743911736,0.05370370370370381,0.18690030714281303,1.2327410097459697,2.273237681143237,-2.278531451547589,2.7321912743911736,19
114,2020-09-17,2020-09-18,2020-09-18,113.5999984741211,2.6863822725515796,-0.14810653712353927,-0.04175457149061046,-2.6863822725515796,-0.6106570678154164,0.3446161725008933,-0.1856408275427133,2
17,2003-09-08,2003-09-18,2003-09-18,60.599998474121094,2.6494176341407973,-0.13859275353910105,0.025380711315192706,-2.6494176341407973,0.06444113009690915,0.7901131126322267,-0.5274882434294914,7
63,2011-07-18,2011-08-19,2011-08-17,263.20001220703125,2.644485064078572,0.12071537307527147,0.08134765327466531,2.644485064078572,0.6376381961219176,-0.7908221728893879,-0.1958690577447968,15
145,2025-12-17,2025-12-19,2025-12-18,345.45001220703125,2.6410980334326157,-0.14798371733520332,-0.14598266450672126,-2.6410980334326157,-1.3689013073149634,-0.3542943614790685,-1.420741895802267,3
132,2023-11-30,2023-12-28,2023-12-18,209.5500030517578,2.584755007003256,0.08015465490596818,0.17790899517225278,1.5901147221374703,1.8387091919223757,1.1941868339840245,2.584755007003256,13
140,2025-04-28,2025-04-28,2025-04-28,421.5499877929687,2.5777958370257488,0.14926390900236974,0.10948802276461023,2.5777958370257488,0.5875352994556935,1.0670217625629945,0.09088016735971569,1
51,2009-08-06,2009-08-11,2009-08-07,137.89999389648438,2.5353093517761356,0.07860770858278543,0.2279607315142087,1.7642751934491332,2.5353093517761356,-0.567113328513519,1.4797380044078536,4
38,2007-06-01,2007-06-07,2007-06-01,117.4000015258789,2.518019835204452,0.03573006710434545,0.15836214399012594,0.9652071337388312,2.518019835204452,0.41685768617514796,1.1920317851508113,4
14,2002-12-11,2002-12-12,2002-12-12,58.04999923706055,2.5157188902303975,-0.13228702671097725,-0.08941177667356004,-2.5157188902303975,-1.1420747294426834,0.017891201068875436,-1.3204600000078393,2
110,2020-01-28,2020-02-14,2020-01-29,102.0500030517578,2.5139472036206034,-0.08063060313731718,-0.2277714130528411,-1.854007949662413,-2.5139472036206034,-1.0838112237519955,-1.6832898189478371,8
139,2025-04-07,2025-04-10,2025-04-09,341.70001220703125,2.511872614804703,-0.12125496504153987,-0.12876083230038893,-2.511872614804703,-1.713896762833914,-0.4027599994206567,-2.467032115393658,4
89,2016-11-04,2016-11-07,2016-11-07,174.35000610351562,2.503006113858495,0.0621383648266447,0.17804058178051108,1.3572279515564516,2.503006113858495,-1.1573889807900288,2.4496350692595126,2
147,2026-06-16,2026-06-17,2026-06-16,277.25,2.499385313973613,0.134410830294166,0.0038015486841531665,2.499385313973613,0.17348622296276772,-0.31951389770440247,-0.030526576750269933,2
5,2001-05-01,2001-05-10,2001-05-08,66.4000015258789,2.4921122602511687,0.029457387998122586,0.15277783480691465,0.5896714940319497,2.2386621434315748,0.27431325252474814,2.4921122602511687,6
36,2007-02-05,2007-02-21,2007-02-13,113.6999969482422,2.4883885249027764,-0.024034360959294454,-0.06535145481231641,-0.7170283236768372,-1.0414597282057951,-2.4883885249027764,-1.0037046931679494,12
73,2013-11-21,2013-11-21,2013-11-21,110.4499969482422,2.4636809297053213,0.07651070751332534,0.0013598720973200251,2.4636809297053213,0.5287126582479603,0.0832873193517115,0.915550025750827,1
112,2020-07-22,2020-07-27,2020-07-22,108.3499984741211,2.4548486627012713,0.12923399604241537,0.12571426986099832,2.4548486627012713,1.1528310191639601,0.7827199072156114,0.7956443136561494,3
117,2021-11-17,2021-12-07,2021-11-24,246.3000030517578,2.4520214166439875,0.058899383442600595,0.22324308709051177,0.7905268405427512,2.21115006475884,0.10114262823427166,2.4520214166439875,6
56,2010-08-24,2010-09-21,2010-08-27,177.0500030517578,2.4460366218607414,-0.024786559759611304,0.004254112234926222,-0.7943677447395955,-0.3038862183734373,2.4460366218607414,0.8410382138083331,19
45,2008-12-05,2008-12-05,2008-12-05,101.5999984741211,2.445451299763753,-0.1095530251285245,-0.08468469843134152,-2.445451299763753,-0.9017586536227895,-0.55174644410912,-1.580118451668132,1
16,2003-05-28,2003-05-30,2003-05-30,58.349998474121094,2.4415967280521857,-0.12057272319486623,-0.14380048176574745,-2.4415967280521857,-1.843363410342706,-0.13418092304986481,-0.9657023502514872,3
98,2018-04-11,2018-04-13,2018-04-13,117.3000030517578,2.429427553783761,-0.0012770872744296557,-0.002974912618629477,0.04544529167927672,0.17750107328898213,-2.429427553783761,-0.039406740109275216,3
129,2023-09-19,2023-09-19,2023-09-19,167.5,2.4217144265934305,0.11147978362287403,0.13520838045150096,2.4217144265934305,1.7324670321254065,-0.23683247554939169,1.098540383684849,1
58,2010-11-16,2010-11-16,2010-11-16,197.8000030517578,2.4138506492032232,-0.0886892408631279,0.036144627427358245,-2.4138506492032232,0.03679343141531507,1.419118892344081,0.027394711586914776,1
64,2011-09-01,2011-09-08,2011-09-01,290.70001220703125,2.410800890132477,0.058438079982612745,0.23256308960806948,1.1009971867700952,2.410800890132477,-1.583149344856293,1.0788460837205143,5
25,2005-06-10,2005-06-14,2005-06-14,110.75,2.4037611843207345,-0.11928429423459241,-0.02637362637362639,-2.4037611843207345,-0.6340449877043222,-0.2535619499399949,-1.5454682554907953,3
80,2015-03-20,2015-03-20,2015-03-20,143.35000610351562,2.4014072941888416,0.13364973952661185,-0.035654140669925005,2.4014072941888416,-0.14652012751123036,1.1558380860912483,-0.6948752761509221,1
42,2008-06-26,2008-06-26,2008-06-26,151.25,2.389378218342539,0.1044176952932847,0.14150943396226423,2.389378218342539,1.3757317687802662,0.4453769060007782,1.3869768333696502,1
43,2008-07-09,2008-07-10,2008-07-09,138.35000610351562,2.384241048399195,-0.09397505652597038,0.02443541634347901,-2.384241048399195,0.01291602240666508,0.5116920806714436,-0.26955542845099434,2
97,2018-01-02,2018-01-02,2018-01-02,130.1999969482422,2.373823525101197,0.08139530978541432,0.02077611786029565,2.373823525101197,0.5042058011956332,0.4896208296756332,1.6337479237309338,1
69,2012-10-02,2012-10-10,2012-10-09,165.3000030517578,2.363713217980286,-0.09991827636580097,-0.06741888264170481,-2.363713217980286,-0.557541217203446,0.8343409130864484,0.16467735617129192,3
127,2023-05-18,2023-05-26,2023-05-24,188.0,2.359170428543331,-0.009744566995203985,-0.0400817250899983,-0.1600144655970824,-0.35153835422982616,-2.359170428543331,0.28714319682515876,7
82,2015-08-13,2015-08-25,2015-08-25,117.0500030517578,2.35063512606658,-0.13488543672108155,-0.026611201232783377,-2.35063512606658,-0.008938668229477705,0.7759715779710241,-0.6175545983866392,4
103,2018-12-06,2018-12-07,2018-12-07,98.8000030517578,2.346960076287042,-0.08940089353218617,-0.1453286820425369,-2.346960076287042,-1.85518339133201,0.9032639682226251,-1.322584024396003,2
92,2017-04-24,2017-04-25,2017-04-25,129.89999389648438,2.3412746282836796,-0.09097271207315161,-0.06681036821585395,-2.3412746282836796,-1.072395792382918,-0.23809938125472666,-1.6356399976523595,2
95,2017-08-08,2017-08-21,2017-08-18,128.0500030517578,2.320203580279768,-0.08731289902738548,-0.062248259319175325,-2.320203580279768,-0.8506554956915817,0.82305123466099,-0.12002256377818733,5
23,2005-03-24,2005-03-24,2005-03-24,120.9000015258789,2.319568233515633,-0.10510735704006158,0.014261783734565547,-2.319568233515633,-0.3295199891466447,0.5110991060032689,0.04483459860628867,1
50,2009-07-23,2009-07-23,2009-07-23,124.5500030517578,2.3094467472569864,0.09735685508156644,0.07232028769287036,2.3094467472569864,0.9605745750441552,-1.1017919432343743,0.2966593703633946,1
55,2010-07-29,2010-07-30,2010-07-30,176.3000030517578,2.3090433973986046,0.062048211155167454,0.060770194277807166,1.2783261053629096,0.4106628686466791,1.0810257485919,2.3090433973986046,2
146,2026-02-03,2026-02-04,2026-02-03,317.1000061035156,2.3080262091256665,-0.1365554632988002,-0.11757339441321535,-2.3080262091256665,-0.9961309102573875,0.12326938713129917,-1.4843736040741506,2
66,2012-02-13,2012-02-13,2012-02-13,212.3000030517578,2.295331619264951,-0.029707495015264707,-0.05749166236733494,-0.6436538578511863,-0.5929922735278056,-2.295331619264951,-0.6009601559419303,1
81,2015-05-26,2015-05-26,2015-05-26,124.0500030517578,2.267827541306038,-0.1242498524750264,-0.0885378582760149,-2.267827541306038,-0.7180836460144462,-0.7305973627542578,-0.5461730976991104,1
15,2003-04-22,2003-04-22,2003-04-22,64.80000305175781,2.2626049599674247,0.11917100766905664,0.08270684551106688,2.2626049599674247,0.7491505648953068,-0.3135707232668908,0.46662752581157657,1
119,2022-05-09,2022-05-10,2022-05-10,204.0,2.2472179082586097,-0.0650778970982776,-0.13778531387379878,-1.3463267131056522,-2.0790214275164516,-0.3259709318780383,-2.2472179082586097,2
22,2005-03-10,2005-03-10,2005-03-10,135.75,2.2435165098733387,0.12282876994788472,0.20720323418489883,2.2435165098733387,1.5511276636991207,0.5714007606855557,2.1140528835739567,1
131,2023-11-06,2023-11-09,2023-11-09,178.8000030517578,2.2426132867312645,0.08134258513315062,0.19758874344947763,1.642792421845306,2.2426132867312645,0.7798381148270295,1.969785757255469,3
100,2018-07-02,2018-07-05,2018-07-05,106.3000030517578,2.2402888984004385,-0.06999124922487887,-0.1010570566447544,-2.0974862355113073,-1.8992496207263194,-1.0051530143241505,-2.2402888984004385,2
71,2013-01-17,2013-01-17,2013-01-17,155.5,2.2342271860392366,0.0390912552095537,0.16479400749063666,1.133052901014309,2.2342271860392366,1.0320872241179413,1.6665352800110074,1
136,2024-10-07,2024-10-07,2024-10-07,244.6499938964844,2.231412484567883,-0.0947271271175415,-0.019242345602248023,-2.231412484567883,-0.7835093269816644,0.691419472680274,-1.2968430237212683,1
141,2025-05-28,2025-06-03,2025-05-30,342.45001220703125,2.2291879913926658,-0.05072761688972627,-0.1345716410343185,-1.191196154972489,-1.8392591154465658,-1.686246257636594,-2.2291879913926658,5
77,2014-04-24,2014-05-02,2014-04-24,212.4499969482422,2.227266779629735,0.14251143014202938,0.20710225538773974,2.227266779629735,1.173907596180279,1.7782529618336271,1.2137087937909476,5
11,2002-05-21,2002-05-21,2002-05-21,52.70000076293945,2.22027926902996,0.10947370027240955,-0.03125001314808307,2.22027926902996,-0.1983101001133561,-0.13481656854421753,0.51932114639235,1
99,2018-05-22,2018-05-22,2018-05-22,120.8499984741211,2.219740024154985,0.07041626962617786,0.019831210752076833,2.219740024154985,0.5493391468067224,0.7291668249740305,1.1025607440647902,1
61,2011-04-04,2011-04-06,2011-04-06,265.1499938964844,2.21447063325533,0.0013217753763239415,-0.09935462162504238,-0.29001905749045354,-2.21447063325533,0.4347528627535154,-1.0264193194536495,2
33,2006-03-28,2006-03-29,2006-03-28,105.5500030517578,2.212038013843642,0.0009483746458966991,-0.055903397400683064,0.06478004521992287,-0.4565234721184973,-2.212038013843642,-0.6106975816152552,2
34,2006-06-19,2006-07-06,2006-06-23,95.3000030517578,2.2119336305692596,0.000524966422654094,-0.03395842293263729,0.04825723716978507,-0.24208428964870865,-2.2119336305692596,-0.6922117024333183,9
96,2017-09-13,2017-09-15,2017-09-15,140.0,2.209208993766821,0.08191658889872344,0.08991828202543117,2.209208993766821,1.305520579696206,-0.6805848600083162,1.4478566584432249,2
87,2016-08-17,2016-08-19,2016-08-19,138.8000030517578,2.2049652107759767,0.014249154996508917,-0.021846307104058105,0.28422474789700874,-0.4441177947290785,-2.2049652107759767,-0.12004065068716521,2
57,2010-11-04,2010-11-04,2010-11-04,205.8000030517578,2.1950094040416923,0.0467955069309518,0.18650911889706712,0.956094725984217,2.1950094040416923,1.067936704981498,1.0606237740532316,1
124,2022-12-15,2022-12-15,2022-12-15,171.5,2.178858825853963,0.09305294245676055,0.10324865465968291,2.178858825853963,1.6054273156886385,0.013306234272985351,-0.5566861737910928,1
28,2005-08-18,2005-08-18,2005-08-18,95.3000030517578,2.178770576924808,-0.10725992457369748,-0.03640038845883242,-2.178770576924808,-0.7234277933236815,0.542775501919081,-1.5472337135357284,1
37,2007-05-15,2007-05-21,2007-05-21,112.0,2.1751400495960698,0.07485607754510948,0.05312648431540645,2.1751400495960698,0.8740721871987186,-0.5944514733558363,0.35485861175596917,2
27,2005-07-19,2005-07-19,2005-07-19,94.1500015258789,2.1738414689008034,-0.08011721612595368,-0.1362385181112027,-1.7047824986145539,-1.643614555912998,-0.01581394624745944,-2.1738414689008034,1
78,2014-10-02,2014-10-06,2014-10-06,220.8000030517578,2.1732457606266506,0.15450981987847223,0.14493127334017064,2.1732457606266506,0.6435128002186331,0.43141184056914833,0.911973354881427,2
135,2024-07-09,2024-07-09,2024-07-09,252.0,2.1708465300121706,0.11160125007647914,0.12099642606312444,2.1708465300121706,0.9960680971195405,0.3533749869083186,1.1576633051575467,1
125,2023-01-11,2023-01-11,2023-01-11,143.89999389648438,2.1679161955292314,-0.10787358230669186,-0.1349564856226163,-2.1679161955292314,-1.353414732951026,0.25369087602516005,-1.4412240411965733,1
48,2009-04-09,2009-04-09,2009-04-09,119.3000030517578,2.1602020574193346,0.021404109029793172,0.10004616329029292,0.5611872130714608,1.4912407687560363,-2.1602020574193346,1.1629096177849176,1
79,2015-03-03,2015-03-03,2015-03-03,126.25,2.156199878331989,-0.13140698521823901,-0.2228377816453624,-2.156199878331989,-1.7323445399019073,-0.30524411904505533,-1.8299936523762033,1
128,2023-07-11,2023-07-13,2023-07-12,158.75,2.1297500732986645,-0.014281297784382141,-0.14443547621113295,-0.1821541096087529,-1.3035101938666145,-2.1297500732986645,-1.13415984727022,3
72,2013-10-21,2013-10-31,2013-10-25,109.0999984741211,2.122886371316764,-0.04840822483988416,-0.04045733155309661,-1.2617895946422184,-0.21522240543915636,-2.122886371316764,-0.2469533677276245,8
84,2015-11-13,2015-11-18,2015-11-18,112.75,2.11408417956716,-0.03467468275632757,-0.06818181818181823,-0.5214699238634298,-0.4637097656069033,-2.11408417956716,-0.05063664029426833,2
29,2005-09-12,2005-09-12,2005-09-12,89.05000305175781,2.113758205577634,-0.10949996948242191,-0.15109626542961385,-2.113758205577634,-1.711300887488527,1.2954068592990298,-1.5338908862115161,1
59,2010-12-29,2010-12-29,2010-12-29,239.6499938964844,2.096396792719531,0.024802170800035883,0.1925852079421031,0.32228166878483583,2.096396792719531,-0.2649159546064089,1.7633244945165287,1
130,2023-10-19,2023-10-19,2023-10-19,163.9499969482422,2.0853067027725736,0.09812453849318192,0.058766486832705134,2.0853067027725736,0.8851787314428775,-1.3195956329311411,1.155295172998722,1
115,2021-07-06,2021-07-06,2021-07-06,147.89999389648438,2.0833825577957157,-0.08844379724817031,-0.07649079279964255,-2.0833825577957157,-1.3694021760366657,-0.38707849268942784,-0.6460616625245799,1
107,2019-09-12,2019-09-12,2019-09-12,100.3499984741211,2.079426539651472,0.08839481340171851,0.06246693188473085,2.079426539651472,0.7058334522330697,-1.253165927386568,0.22241520197816173,1
26,2005-07-01,2005-07-01,2005-07-01,102.0999984741211,2.0688648727471715,-0.03176859716520786,-0.18677820794611588,-0.7660376866463456,-2.0688648727471715,-0.5581341762039425,-1.7938276775418989,1
113,2020-09-01,2020-09-04,2020-09-04,134.8000030517578,2.064984907312394,0.06058225546874829,0.16760508111741634,0.9330825974270707,1.228403514735039,-0.8207042669219397,2.064984907312394,2
31,2005-11-15,2005-11-15,2005-11-15,96.5,2.064823476189246,-0.10523874487438734,-0.07787865654128534,-2.064823476189246,-1.0080048217230115,-0.046359378493775576,-0.34481991485071894,1
91,2017-03-29,2017-04-06,2017-04-06,137.75,2.0634108989942614,-0.011127085554922034,-0.007207207207207245,-0.35412397393968637,-0.2438106052256532,-2.0634108989942614,-1.0882271320402608,7
35,2006-08-03,2006-08-03,2006-08-03,105.8499984741211,2.055561852200244,0.09349168530009622,0.044916044277299116,2.055561852200244,0.46497201332599447,-0.3760732413540812,1.1128345781783093,1
121,2022-07-14,2022-07-14,2022-07-14,199.1999969482422,2.044152202136078,-0.103510352456744,-0.1222736301967372,-2.0023166029589197,-1.817466584596906,0.17130097214939682,-2.044152202136078,1
46,2009-01-06,2009-01-06,2009-01-06,116.0999984741211,2.043842134889643,0.08860756505426881,0.1427165375764583,2.043842134889643,1.773257968394208,1.3896237387083763,0.7612558057238182,1
24,2005-04-14,2005-04-14,2005-04-14,111.0500030517578,2.0346081260084623,-0.08938084599633533,-0.17496286763647273,-1.9238692742105798,-2.0346081260084623,-0.24739040586744354,-1.2393454741189085,1
4,2000-12-14,2000-12-14,2000-12-14,61.54999923706055,2.030553929439037,-0.0723436224182088,-0.13795521118088816,-1.045498150706937,-1.1211685751795293,-0.5247203163841752,-2.030553929439037,1
88,2016-10-24,2016-10-24,2016-10-24,157.89999389648438,2.0300749465511543,0.005092219999289105,0.042932630528665694,-0.014758667833751309,0.428531344627687,-2.0300749465511543,0.9407357851189925,1
120,2022-06-01,2022-06-01,2022-06-01,239.4499969482422,2.026609331234649,0.12075826720715077,0.09738771905226273,2.026609331234649,0.7616088758353717,1.115644739393419,0.2737096679213519,1
30,2005-10-17,2005-10-17,2005-10-17,104.0999984741211,2.0254273968752927,0.052578330313589605,0.23268208686759362,0.8573598905186642,2.0254273968752927,0.2861875501988479,0.3770342286524697,1
52,2009-09-17,2009-09-17,2009-09-17,135.0500030517578,2.0241908123674195,0.09440843907474128,0.0773833641461057,2.0241908123674195,0.8383094809944172,-0.08190647188639258,1.389473498001571,1
