region,region_label,baseline_rmse,permuted_rmse,rmse_increase,feature_count,tree_importance_sum
brazil_minas_gerais,Brazil Minas Gerais,0.05285903745052335,0.05287656704201853,1.7529591495174524e-05,19,0.3032198203189899
colombia_huila,Colombia Huila,0.05285903745052335,0.05292541559186772,6.637814134436565e-05,19,0.21281030056057404
vietnam_dak_lak,Vietnam Dak Lak,0.05285903745052335,0.05287478337109186,1.5745920568507876e-05,19,0.2439355814438386
